"identifier"	"AA"	"AN"	"AT"	"IM"	"Noam"	"NT"	"OC"	"PA"
"8283"	"Mitrasacme laevis Benth."	1	0	0	0	0	0	0	0
"8284"	"Mitrasacme laricifolia R.Br."	36	0	0	0	0	0	0	0
"8285"	"Mitrasacme latiflora S.Moore"	1	0	0	0	0	0	0	0
"8286"	"Mitrasacme laxiceps Dunlop"	40	0	0	0	0	0	0	0
"8287"	"Mitrasacme lutea F.Muell."	9	0	0	0	0	0	0	0
"8288"	"Mitrasacme maritima Dunlop"	1	0	0	0	0	0	0	0
"8289"	"Mitrasacme nidulifera Dunlop"	5	0	0	0	0	0	0	0
"8290"	"Mitrasacme nova-zelandiae Hook.f."	3	0	0	0	0	0	0	0
"8291"	"Mitrasacme nuda Nees"	1	0	0	0	0	0	0	0
"8292"	"Mitrasacme nudicaulis Reinw. ex Blume"	6	0	0	0	0	0	0	0
"8293"	"Mitrasacme nudicaulis var. citrina Dunlop"	26	0	0	0	0	0	0	0
"8294"	"Mitrasacme nudicaulis var. nudicaulis"	30	0	0	0	0	0	0	0
"8295"	"Mitrasacme nummularia S.Moore"	59	0	0	0	0	0	0	0
"8296"	"Mitrasacme paradoxa R.Br."	43	0	0	0	0	0	0	0
"8297"	"Mitrasacme patens Dunlop"	1	0	0	0	0	0	0	0
"8298"	"Mitrasacme phascoides R.Br."	1	0	0	0	0	0	0	0
"8299"	"Mitrasacme polymorpha R.Br."	3	0	0	0	0	0	0	0
"8300"	"Mitrasacme pygmaea R.Br."	1	0	0	10	0	0	0	16
"8301"	"Mitrasacme retroloba Dunlop"	11	0	0	0	0	0	0	0
"8302"	"Mitrasacme scopata Dunlop"	2	0	0	0	0	0	0	0
"8303"	"Mitrasacme scrithicola Dunlop"	38	0	0	0	0	0	0	0
"8304"	"Mitrasacme secedens Dunlop"	2	0	0	0	0	0	0	0
"8305"	"Mitrasacme serpyllifolia R.Br."	2	0	0	0	0	0	0	0
"8306"	"Mitrasacme stellata R.Br."	3	0	0	0	0	0	0	0
"8307"	"Mitrasacme subvolubilis F.Muell."	10	0	0	0	0	0	0	0
"8308"	"Mitrasacmopsis quadrivalvis Jovet"	0	0	25	0	0	0	0	0
"8309"	"Mitreola minima B.J.Conn"	16	0	0	0	0	0	0	0
"8310"	"Mitreola paniculata Wall. ex G.Don"	0	0	0	0	0	1	0	0
"8311"	"Mitreola petiolata (J.F. Gmel.) Torr. & A. Gray"	0	0	0	3	7	69	0	0
"8312"	"Mitreola sessilifolia (J.F. Gmel.) G. Don"	0	0	0	0	8	22	0	0
"8313"	"Mitreola turgida Jovet"	0	0	1	0	0	0	0	0
"8314"	"Mitriostigma axillare Hochst."	0	0	27	0	1	0	0	0
"8315"	"Mitriostigma barteri Hook.f. ex Hiern"	0	0	1	0	0	0	0	0
"8316"	"Mitriostigma Hochst."	0	0	16	0	1	0	0	0
"8317"	"Molongum lucidum (Humboldt, Bonpland & Kunth) Zarucchi"	0	0	0	0	0	18	0	0
"8318"	"Molopanthera paniculata var. paniculata"	0	0	0	0	0	1	0	0
"8319"	"Mondia ecornuta (N.E.Br.) Bullock"	0	0	1	0	0	0	0	0
"8320"	"Mondia whitei (Hook. f.) Skeels"	0	0	32	0	0	0	0	0
"8321"	"Morelia senegalensis A.Rich. ex DC."	0	0	56	0	0	0	0	0
"8322"	"Morinda angolensis (R.D.Good) F.White"	0	0	15	0	0	0	0	0
"8323"	"Morinda asperula Standl."	0	0	0	0	0	1	0	0
"8324"	"Morinda asteroscepa K.Schum."	0	0	22	0	0	0	0	0
"8325"	"Morinda billardierei Baill."	17	0	0	0	0	0	0	0
"8326"	"Morinda boninensis Ohwi"	0	0	0	0	0	0	0	0
"8327"	"Morinda brachycalyx (Bremek.) Steyerm."	0	0	0	0	0	2	0	0
"8328"	"Morinda bucidifolia A.Gray"	0	0	0	0	0	0	17	0
"8329"	"Morinda candollei (Montrouz.) Beauvis."	32	0	0	0	0	0	0	0
"8330"	"Morinda canthoides (F.Muell.) Halford & R.J.F.Hend."	1	0	0	0	0	0	0	0
"8331"	"Morinda citrifolia L."	42	0	43	56	0	71	23	0
"8332"	"Morinda citrifolia var. citrifolia"	0	0	0	0	0	0	3	0
