Data Publisher	Dataset	Dataset Rights	Scientific name	Scientific name (interpreted)	Latitude	Longitude	GBIF portal url	
Missouri Botanical Garden	Missouri Botanical Garden		Asclepias verticillata L.	Asclepias verticillata L.			http://data.gbif.org/occurrences/319128574
Missouri Botanical Garden	Missouri Botanical Garden		Asclepias verticillata L.	Asclepias verticillata L.			http://data.gbif.org/occurrences/319128717
Missouri Botanical Garden	Missouri Botanical Garden		Asclepias verticillata L.	Asclepias verticillata L.			http://data.gbif.org/occurrences/319128856
Missouri Botanical Garden	Missouri Botanical Garden		Asclepias viridiflora Raf.	Asclepias viridiflora Raf.			http://data.gbif.org/occurrences/319129255
Missouri Botanical Garden	Missouri Botanical Garden		Asclepias viridis Walter	Asclepias viridis Walter			http://data.gbif.org/occurrences/319129394
Missouri Botanical Garden	Missouri Botanical Garden		Aspidosperma desmanthum Benth. ex Müll. Arg.	Aspidosperma desmanthum Benth. ex Müll. Arg.			http://data.gbif.org/occurrences/319132011
Missouri Botanical Garden	Missouri Botanical Garden		Aspidosperma desmanthum Benth. ex Müll. Arg.	Aspidosperma desmanthum Benth. ex Müll. Arg.			http://data.gbif.org/occurrences/319132278
Missouri Botanical Garden	Missouri Botanical Garden		Aspidosperma Mart. & Zucc.	Aspidosperma Mart. & Zucc.			http://data.gbif.org/occurrences/319132406
Missouri Botanical Garden	Missouri Botanical Garden		Aspidosperma parvifolium A. DC.	Aspidosperma parvifolium A. DC.			http://data.gbif.org/occurrences/319132959
Missouri Botanical Garden	Missouri Botanical Garden		Aspidosperma polyneuron Müll. Arg.	Aspidosperma polyneuron Müll. Arg.			http://data.gbif.org/occurrences/319133226
Missouri Botanical Garden	Missouri Botanical Garden		Aspidosperma quebracho-blanco Schltdl.	Aspidosperma quebracho-blanco Schltdl.			http://data.gbif.org/occurrences/319133354
Missouri Botanical Garden	Missouri Botanical Garden		Aspidosperma rigidum Rusby	Aspidosperma rigidum Rusby			http://data.gbif.org/occurrences/319133497
Missouri Botanical Garden	Missouri Botanical Garden		Carissa spinarum L.	Carissa spinarum L.			http://data.gbif.org/occurrences/319508216
Missouri Botanical Garden	Missouri Botanical Garden		Condylocarpon pubiflorum Müll. Arg.	Condylocarpon pubiflorum Müll. Arg.			http://data.gbif.org/occurrences/319740156
Missouri Botanical Garden	Missouri Botanical Garden		Cryptostegia grandiflora R. Br.	Cryptostegia grandiflora R. Br.			http://data.gbif.org/occurrences/319830854
Missouri Botanical Garden	Missouri Botanical Garden		Cryptostegia madagascariensis Bojer ex Decne.	Cryptostegia madagascariensis Bojer ex Decne.			http://data.gbif.org/occurrences/319831253
Missouri Botanical Garden	Missouri Botanical Garden		Cynanchum montevidense Spreng.	Cynanchum montevidense Spreng.			http://data.gbif.org/occurrences/319875019
Missouri Botanical Garden	Missouri Botanical Garden		Cynanchum nodosum (Jum. & H. Perrier) Desc.	Cynanchum nodosum (Jum. & H. Perrier) Desc.			http://data.gbif.org/occurrences/319875158
Missouri Botanical Garden	Missouri Botanical Garden		Cynanchum microphyllum Kunth	Cynanchum microphyllum Kunth			http://data.gbif.org/occurrences/319875429
Missouri Botanical Garden	Missouri Botanical Garden		Cynanchum tarmense Schltr.	Cynanchum tarmense Schltr.			http://data.gbif.org/occurrences/319875967
Missouri Botanical Garden	Missouri Botanical Garden		Cynanchum wurdackii Morillo	Cynanchum wurdackii Morillo			http://data.gbif.org/occurrences/319876095
Missouri Botanical Garden	Missouri Botanical Garden		Cynanchum thesioides (Freyn) K. Schum.	Cynanchum thesioides (Freyn) K. Schum.			http://data.gbif.org/occurrences/319876106
Missouri Botanical Garden	Missouri Botanical Garden		Dewevrella cochliostema De Wild.	Dewevrella cochliostema De Wild.			http://data.gbif.org/occurrences/319958986
Missouri Botanical Garden	Missouri Botanical Garden		Fischeria stellata (Vell.) E. Fourn.	Fischeria stellata (Vell.) E. Fourn.			http://data.gbif.org/occurrences/320282700
Missouri Botanical Garden	Missouri Botanical Garden		Fischeria stellata (Vell.) E. Fourn.	Fischeria stellata (Vell.) E. Fourn.			http://data.gbif.org/occurrences/320282971
Missouri Botanical Garden	Missouri Botanical Garden		Forsteronia benthamiana Müll. Arg.	Forsteronia benthamiana Müll. Arg.			http://data.gbif.org/occurrences/320299785
Missouri Botanical Garden	Missouri Botanical Garden		Forsteronia glabrescens Müll. Arg.	Forsteronia glabrescens Müll. Arg.			http://data.gbif.org/occurrences/320300451
Missouri Botanical Garden	Missouri Botanical Garden		Forsteronia pubescens A. DC.	Forsteronia pubescens A. DC.			http://data.gbif.org/occurrences/320300718
Missouri Botanical Garden	Missouri Botanical Garden		Forsteronia glabrescens Müll. Arg.	Forsteronia glabrescens Müll. Arg.			http://data.gbif.org/occurrences/320300861
Missouri Botanical Garden	Missouri Botanical Garden		Funastrum clausum (Jacq.) Schltr.	Funastrum clausum (Jacq.) Schltr.			http://data.gbif.org/occurrences/320320288
Missouri Botanical Garden	Missouri Botanical Garden		Funastrum clausum (Jacq.) Schltr.	Funastrum clausum (Jacq.) Schltr.			http://data.gbif.org/occurrences/320320559
Missouri Botanical Garden	Missouri Botanical Garden		Gonolobus fraternus Schltdl.	Gonolobus fraternus Schltdl.			http://data.gbif.org/occurrences/320386497
Missouri Botanical Garden	Missouri Botanical Garden		Gonolobus selloanus (E. Fourn.) Bacigalupo	Gonolobus selloanus (E. Fourn.) Bacigalupo			http://data.gbif.org/occurrences/320387035
Missouri Botanical Garden	Missouri Botanical Garden		Gonolobus niger (Cav.) R. Br. ex Schult.	Gonolobus niger (Cav.) R. Br. ex Schult.			http://data.gbif.org/occurrences/320387174
Missouri Botanical Garden	Missouri Botanical Garden		Hemipogon acerosus Decne.	Hemipogon acerosus Decne.			http://data.gbif.org/occurrences/320487549
Missouri Botanical Garden	Missouri Botanical Garden		Hemipogon carassensis (Malme) Rapini	Hemipogon carassensis (Malme) Rapini			http://data.gbif.org/occurrences/320487677
Missouri Botanical Garden	Missouri Botanical Garden		Himatanthus tarapotensis (K. Schum. ex Markgr.) Plumel	Himatanthus tarapotensis (K. Schum. ex Markgr.) Plumel			http://data.gbif.org/occurrences/320514640
Missouri Botanical Garden	Missouri Botanical Garden		Himatanthus sucuuba (Spruce ex Müll. Arg.) Woodson	Himatanthus sucuuba (Spruce ex Müll. Arg.) Woodson			http://data.gbif.org/occurrences/320514911
Missouri Botanical Garden	Missouri Botanical Garden		Himatanthus phagedaenicus (Mart.) Woodson	Himatanthus phagedaenicus (Mart.) Woodson			http://data.gbif.org/occurrences/320515039
Missouri Botanical Garden	Missouri Botanical Garden		Himatanthus fallax (Müll. Arg.) Plumel	Himatanthus fallax (Müll. Arg.) Plumel			http://data.gbif.org/occurrences/320515306
Missouri Botanical Garden	Missouri Botanical Garden		Ichnocarpus jacquetii (Pierre) D.J. Middleton	Ichnocarpus jacquetii (Pierre) D.J. Middleton			http://data.gbif.org/occurrences/320590409
Missouri Botanical Garden	Missouri Botanical Garden		Landolphia P. Beauv.	Landolphia P. Beauv.			http://data.gbif.org/occurrences/320711016
Missouri Botanical Garden	Missouri Botanical Garden		Macoubea Aubl.	Macoubea Aubl.			http://data.gbif.org/occurrences/320888232
Missouri Botanical Garden	Missouri Botanical Garden		Malouetia A. DC.	Malouetia A. DC.			http://data.gbif.org/occurrences/320906715
Missouri Botanical Garden	Missouri Botanical Garden		Malouetia naias M.E. Endress	Malouetia naias M.E. Endress			http://data.gbif.org/occurrences/320907663
Missouri Botanical Garden	Missouri Botanical Garden		Mandevilla angustifolia (Malme) Woodson	Mandevilla angustifolia (Malme) Woodson			http://data.gbif.org/occurrences/320916275
Missouri Botanical Garden	Missouri Botanical Garden		Mandevilla laxa (Ruiz & Pav.) Woodson	Mandevilla laxa (Ruiz & Pav.) Woodson			http://data.gbif.org/occurrences/320918083
Missouri Botanical Garden	Missouri Botanical Garden		Matelea Aubl.	Matelea Aubl.			http://data.gbif.org/occurrences/320950353
Missouri Botanical Garden	Missouri Botanical Garden		Matelea Aubl.	Matelea Aubl.			http://data.gbif.org/occurrences/320950620
Missouri Botanical Garden	Missouri Botanical Garden		Matelea decipiens (Alexander) Woodson	Matelea decipiens (Alexander) Woodson			http://data.gbif.org/occurrences/320951568
Missouri Botanical Garden	Missouri Botanical Garden		Matelea parviflora (Torr.) Woodson	Matelea parviflora (Torr.) Woodson			http://data.gbif.org/occurrences/320952234
Missouri Botanical Garden	Missouri Botanical Garden		Melodinus fusiformis Champ. ex Benth.	Melodinus fusiformis Champ. ex Benth.			http://data.gbif.org/occurrences/320990287
Missouri Botanical Garden	Missouri Botanical Garden		Metastelma decipiens Schltr.	Metastelma decipiens Schltr.			http://data.gbif.org/occurrences/321006420
Missouri Botanical Garden	Missouri Botanical Garden		Metastelma turneri Liede & Meve	Metastelma turneri Liede & Meve			http://data.gbif.org/occurrences/321007086
Missouri Botanical Garden	Missouri Botanical Garden		Metastelma scoparium (Nutt.) Vail	Metastelma scoparium (Nutt.) Vail			http://data.gbif.org/occurrences/321007229
Missouri Botanical Garden	Missouri Botanical Garden		Morrenia odorata (Hook. & Arn.) Lindl.	Morrenia odorata (Hook. & Arn.) Lindl.			http://data.gbif.org/occurrences/321103358
Missouri Botanical Garden	Missouri Botanical Garden		Morrenia odorata (Hook. & Arn.) Lindl.	Morrenia odorata (Hook. & Arn.) Lindl.			http://data.gbif.org/occurrences/321103373
Missouri Botanical Garden	Missouri Botanical Garden		Nerium oleander L.	Nerium oleander L.			http://data.gbif.org/occurrences/321170797
Missouri Botanical Garden	Missouri Botanical Garden		Odontadenia macrantha (Willd. ex Roem. & Schult.) Markgr.	Odontadenia macrantha (Willd. ex Roem. & Schult.) Markgr.			http://data.gbif.org/occurrences/321210998
Missouri Botanical Garden	Missouri Botanical Garden		Odontadenia verrucosa (Willd. ex Roem. & Schult.) K. Schum. ex Markgr.	Odontadenia verrucosa (Willd. ex Roem. & Schult.) K. Schum. ex Markgr.			http://data.gbif.org/occurrences/321211946
Missouri Botanical Garden	Missouri Botanical Garden		Oxypetalum dombeyanum Decne.	Oxypetalum dombeyanum Decne.			http://data.gbif.org/occurrences/321283740
Missouri Botanical Garden	Missouri Botanical Garden		Oxypetalum capitatum Mart.	Oxypetalum capitatum Mart.			http://data.gbif.org/occurrences/321284278
Missouri Botanical Garden	Missouri Botanical Garden		Philibertia gilliesii Hook. & Arn.	Philibertia gilliesii Hook. & Arn.			http://data.gbif.org/occurrences/321678571
Missouri Botanical Garden	Missouri Botanical Garden		Philibertia latiflora (Griseb.) Goyder	Philibertia latiflora (Griseb.) Goyder			http://data.gbif.org/occurrences/321678710
Missouri Botanical Garden	Missouri Botanical Garden		Philibertia peduncularis (Benth.) Goyder	Philibertia peduncularis (Benth.) Goyder			http://data.gbif.org/occurrences/321679786
Missouri Botanical Garden	Missouri Botanical Garden		Plumeria L.	Plumeria L.			http://data.gbif.org/occurrences/321838984
Missouri Botanical Garden	Missouri Botanical Garden		Plumeria rubra L.	Plumeria rubra L.			http://data.gbif.org/occurrences/321839394
Missouri Botanical Garden	Missouri Botanical Garden		Polystemma guatemalense (Schltr.) W.D. Stevens	Polystemma guatemalense (Schltr.) W.D. Stevens			http://data.gbif.org/occurrences/321893708
Missouri Botanical Garden	Missouri Botanical Garden		Prestonia cyaniphylla (Rusby) Woodson	Prestonia cyaniphylla (Rusby) Woodson			http://data.gbif.org/occurrences/321930476
Missouri Botanical Garden	Missouri Botanical Garden		Prestonia hassleri Woodson	Prestonia hassleri Woodson			http://data.gbif.org/occurrences/321930758
Missouri Botanical Garden	Missouri Botanical Garden		Prestonia quinquangularis (Jacq.) Spreng.	Prestonia quinquangularis (Jacq.) Spreng.			http://data.gbif.org/occurrences/321931567
Missouri Botanical Garden	Missouri Botanical Garden		Prestonia plumierifolia Markgr.	Prestonia plumierifolia Markgr.			http://data.gbif.org/occurrences/321931962
Missouri Botanical Garden	Missouri Botanical Garden		Rauvolfia sachetiae Fosberg	Rauvolfia sachetiae Fosberg			http://data.gbif.org/occurrences/322065877
Missouri Botanical Garden	Missouri Botanical Garden		Rauvolfia macrantha K. Schum. ex Markgr.	Rauvolfia macrantha K. Schum. ex Markgr.			http://data.gbif.org/occurrences/322066682
Missouri Botanical Garden	Missouri Botanical Garden		Rauvolfia vomitoria Afzel.	Rauvolfia vomitoria Afzel.			http://data.gbif.org/occurrences/322067235
Missouri Botanical Garden	Missouri Botanical Garden		Rhabdadenia biflora (Jacq.) Müll. Arg.	Rhabdadenia biflora (Jacq.) Müll. Arg.			http://data.gbif.org/occurrences/322074756
Missouri Botanical Garden	Missouri Botanical Garden		Rhabdadenia biflora (Jacq.) Müll. Arg.	Rhabdadenia biflora (Jacq.) Müll. Arg.			http://data.gbif.org/occurrences/322075437
Missouri Botanical Garden	Missouri Botanical Garden		Rhodocalyx rotundifolius Müll. Arg.	Rhodocalyx rotundifolius Müll. Arg.			http://data.gbif.org/occurrences/322083496
Missouri Botanical Garden	Missouri Botanical Garden		Skytanthus hancorniifolius (A. DC.) Miers	Skytanthus hancorniifolius (A. DC.) Miers			http://data.gbif.org/occurrences/322338571
Missouri Botanical Garden	Missouri Botanical Garden		Tabernaemontana catharinensis A. DC.	Tabernaemontana catharinensis A. DC.			http://data.gbif.org/occurrences/322533856
Missouri Botanical Garden	Missouri Botanical Garden		Tabernaemontana catharinensis A. DC.	Tabernaemontana catharinensis A. DC.			http://data.gbif.org/occurrences/322533999
Missouri Botanical Garden	Missouri Botanical Garden		Tabernaemontana heterophylla Vahl	Tabernaemontana heterophylla Vahl			http://data.gbif.org/occurrences/322534804
Missouri Botanical Garden	Missouri Botanical Garden		Tabernaemontana coriacea Link ex Roem. & Schult.	Tabernaemontana coriacea Link ex Roem. & Schult.			http://data.gbif.org/occurrences/322534947
Missouri Botanical Garden	Missouri Botanical Garden		Tabernaemontana heterophylla Vahl	Tabernaemontana heterophylla Vahl			http://data.gbif.org/occurrences/322535214
Missouri Botanical Garden	Missouri Botanical Garden		Tabernaemontana undulata Vahl	Tabernaemontana undulata Vahl			http://data.gbif.org/occurrences/322537560
Missouri Botanical Garden	Missouri Botanical Garden		Tabernaemontana undulata Vahl	Tabernaemontana undulata Vahl			http://data.gbif.org/occurrences/322537959
Missouri Botanical Garden	Missouri Botanical Garden		Thevetia peruviana (Pers.) K. Schum.	Thevetia peruviana (Pers.) K. Schum.			http://data.gbif.org/occurrences/322593759
Missouri Botanical Garden	Missouri Botanical Garden		Trachelospermum difforme (Walter) A. Gray	Trachelospermum difforme (Walter) A. Gray			http://data.gbif.org/occurrences/322641496
GBIF-Sweden	Botany (UPS)		Thevetia peruviana	Thevetia peruviana			http://data.gbif.org/occurrences/328335127
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Matelea baldwyniana (Sweet) Woods.	Matelea baldwyniana (Sweet) Woods.			http://data.gbif.org/occurrences/331852404
Tela-Botanica	Phytochorologie des départements français	Tela Botanica a choisi de publier par défaut son contenu sous licence libre Creative Commons (by-sa) afin d'en faciliter la divulgation : http://creativecommons.org/licenses/by-sa/2.0/fr/	Vinca major L.	Vinca major L.			http://data.gbif.org/occurrences/332476430
Tela-Botanica	Phytochorologie des départements français	Tela Botanica a choisi de publier par défaut son contenu sous licence libre Creative Commons (by-sa) afin d'en faciliter la divulgation : http://creativecommons.org/licenses/by-sa/2.0/fr/	Vinca major L. subsp. major	Vinca major subsp. major			http://data.gbif.org/occurrences/332476558
Tela-Botanica	Phytochorologie des départements français	Tela Botanica a choisi de publier par défaut son contenu sous licence libre Creative Commons (by-sa) afin d'en faciliter la divulgation : http://creativecommons.org/licenses/by-sa/2.0/fr/	Vincetoxicum hirundinaria Medik.	Vincetoxicum hirundinaria Medik.			http://data.gbif.org/occurrences/332476701
Herbario de la Universidad de Granada	Universidad de Granada, Herbario: GDAC		Vincetoxicum nigrum (L.) Moench.	Vincetoxicum nigrum (L.) Moench.			http://data.gbif.org/occurrences/344872575
Parc Botanique et Zoologique de Tsimbazaza (P.B.Z.T.)	tan-database		Alafia perrieri	Alafia perrieri			http://data.gbif.org/occurrences/345331814
Parc Botanique et Zoologique de Tsimbazaza (P.B.Z.T.)	tan-database		Catharanthus ovalis	Catharanthus ovalis			http://data.gbif.org/occurrences/345332623
SysTax	SysTax - Herbaria		Mandevilla scabra (Hoffmanns. ex Roem & Schult.) K.Schum.	Mandevilla scabra (Hoffmanns. ex Roem & Schult.) K.Schum.			http://data.gbif.org/occurrences/286897960
South African National Biodiversity Institute	Southern Cape herbarium		Rauvolfia caffra Sond.	Rauvolfia caffra Sond.			http://data.gbif.org/occurrences/287012715
National Museum of Nature and Science, Japan	Plant specimens depodited in Osaka Museum of Natural History, Japan.		Cynanchum paniculatum (Bunge.) Kitagawa	Cynanchum paniculatum (Bunge.) Kitagawa			http://data.gbif.org/occurrences/295123412
National Museum of Nature and Science, Japan	Plant specimens depodited in Osaka Museum of Natural History, Japan.		Cynanchum grandifolium Hemsl. var. nikoense (Maxim.) Ohwi	Cynanchum grandifolium var. nikoense (Maxim.) Ohwi			http://data.gbif.org/occurrences/295123950
National Museum of Nature and Science, Japan	Vascular Plants Collection of Sagamihara City Museum		Cynanchum sublanceolatum (Miq.) Matsum.	Cynanchum sublanceolatum (Miq.) Matsum.			http://data.gbif.org/occurrences/351216631
GBIF-Sweden	Botany (UPS)		Asclepias	Asclepias			http://data.gbif.org/occurrences/351719636
GBIF-Sweden	Botany (UPS)		Conopharyngia johnstonii	Conopharyngia johnstonii			http://data.gbif.org/occurrences/351837363
GBIF-Sweden	Botany (UPS)		Cryptolepis yemenensis	Cryptolepis yemenensis			http://data.gbif.org/occurrences/351853496
GBIF-Sweden	Botany (UPS)		Cynanchum	Cynanchum			http://data.gbif.org/occurrences/351860494
GBIF-Sweden	Botany (UPS)		Echites asperuginis	Echites asperuginis			http://data.gbif.org/occurrences/351932698
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Oncinotis hirta Oliv.	Oncinotis hirta Oliv.			http://data.gbif.org/occurrences/297439661
TELDAP	Plantae, TAIF (Taiwan e-Learning and Digital Archives Program, TELDAP)		Cynanchum mooreanum Hemsl.	Cynanchum mooreanum Hemsl.			http://data.gbif.org/occurrences/353083647
TELDAP	Plantae, TAIF (Taiwan e-Learning and Digital Archives Program, TELDAP)		Cynanchum sp.	Cynanchum			http://data.gbif.org/occurrences/353083658
TELDAP	Plantae, TAIF (Taiwan e-Learning and Digital Archives Program, TELDAP)		Cynanchum thesioides (Freyn) K. Schum.	Cynanchum thesioides (Freyn) K. Schum.			http://data.gbif.org/occurrences/353083786
TELDAP	Plantae, TAIF (Taiwan e-Learning and Digital Archives Program, TELDAP)		Ecdysanthera sp.	Ecdysanthera			http://data.gbif.org/occurrences/353099524
TELDAP	Plantae, TAIF (Taiwan e-Learning and Digital Archives Program, TELDAP)		Trachelospermum axillare Hook. f.	Trachelospermum axillare Hook.			http://data.gbif.org/occurrences/353242446
TELDAP	Plantae, TAIF (Taiwan e-Learning and Digital Archives Program, TELDAP)		Trachelospermum sp.	Trachelospermum			http://data.gbif.org/occurrences/353242984
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Rauvolfia vomitoria Afzel.	Rauvolfia vomitoria Afzel.			http://data.gbif.org/occurrences/298914192
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Rauvolfia vomitoria Afzel.	Rauvolfia vomitoria Afzel.			http://data.gbif.org/occurrences/298914730
National Museum of Nature and Science, Japan	Angiospermatatophytina Collection of Saitama Museum of Natural History		Trachelospermum asiaticum (Sieb. et Zucc.) Nakai	Trachelospermum asiaticum (Sieb. & Zucc.) Nakai			http://data.gbif.org/occurrences/353568173
Bundesamt für Naturschutz / Netzwerk Phytodiversität Deutschland	VegetWeb: Datenbank der Sektion Vegetationsdatenbanken im Netzwerk Phytodiversität Deutschland (NetPhyD)		Vincetoxicum hirundinaria	Vincetoxicum hirundinaria			http://data.gbif.org/occurrences/364101002
Bundesamt für Naturschutz / Netzwerk Phytodiversität Deutschland	VegetWeb: Datenbank der Sektion Vegetationsdatenbanken im Netzwerk Phytodiversität Deutschland (NetPhyD)		Vincetoxicum hirundinaria	Vincetoxicum hirundinaria			http://data.gbif.org/occurrences/364101683
Natural History Museum, Vienna - Herbarium W	Natural History Museum, Vienna - Herbarium W		Gomphocarpus semiamplectens K. Schum.	Gomphocarpus semiamplectens K. Schum.			http://data.gbif.org/occurrences/367042137
HERBARIUM AMAZONENSE – AMAZ	Herbarium Amazonense		Aspidosperma sp.	Aspidosperma			http://data.gbif.org/occurrences/373410938
HERBARIUM AMAZONENSE – AMAZ	Herbarium Amazonense		Rauvolfia sprucei	Rauvolfia sprucei			http://data.gbif.org/occurrences/373564086
National Museum of Nature and Science, Japan	Ibaraki Nature Museum, Vascular Plants collection		Cynanchum magnificum Nakai	Cynanchum magnificum Nakai			http://data.gbif.org/occurrences/381801587
National Museum of Nature and Science, Japan	Ibaraki Nature Museum, Vascular Plants collection		Kopsia flavida	Kopsia flavida			http://data.gbif.org/occurrences/381816772
National Museum of Nature and Science, Japan	Ibaraki Nature Museum, Vascular Plants collection		Marsdenia tomentosa Morr. et Decne.	Marsdenia tomentosa Morr. & Decne.			http://data.gbif.org/occurrences/381822899
National Museum of Nature and Science, Japan	Ibaraki Nature Museum, Vascular Plants collection		Marsdenia tomentosa Morr. et Decne.	Marsdenia tomentosa Morr. & Decne.			http://data.gbif.org/occurrences/381823038
National Museum of Nature and Science, Japan	Ibaraki Nature Museum, Vascular Plants collection		Stemmadenia litoralis (Kunth) L. Allorge	Stemmadenia litoralis (Kunth) L. Allorge			http://data.gbif.org/occurrences/381846568
National Museum of Nature and Science, Japan	Vascular Plants Collection of Sagamihara City Museum		Trachelospermum asiaticum (Siebold & Zucc.) Nakai var. intermedium Nakai	Trachelospermum asiaticum var. intermedium Nakai			http://data.gbif.org/occurrences/387686415
South African National Biodiversity Institute	Precis Plant Data		Asclepias aurea	Asclepias aurea			http://data.gbif.org/occurrences/412182488
South African National Biodiversity Institute	Precis Plant Data		Gomphocarpus tomentosus subsp. tomentosus	Gomphocarpus tomentosus subsp. tomentosus			http://data.gbif.org/occurrences/412183846
South African National Biodiversity Institute	Precis Plant Data		Asclepias cultriformis	Asclepias cultriformis			http://data.gbif.org/occurrences/412186053
South African National Biodiversity Institute	Precis Plant Data		Asclepias dregeana var. dregeana	Asclepias dregeana var. dregeana			http://data.gbif.org/occurrences/412186192
South African National Biodiversity Institute	Precis Plant Data		Ceropegia multiflora subsp. tentaculata forma tentaculata	Ceropegia multiflora f. tentaculata			http://data.gbif.org/occurrences/412186320
South African National Biodiversity Institute	Precis Plant Data		Ceropegia linearis subsp. linearis	Ceropegia linearis subsp. linearis			http://data.gbif.org/occurrences/412186463
South African National Biodiversity Institute	Precis Plant Data		Acokanthera oblongifolia	Acokanthera oblongifolia			http://data.gbif.org/occurrences/412186730
South African National Biodiversity Institute	Precis Plant Data		Asclepias affinis	Asclepias affinis			http://data.gbif.org/occurrences/412187268
South African National Biodiversity Institute	Precis Plant Data		Asclepias adscendens	Asclepias adscendens			http://data.gbif.org/occurrences/412187411
South African National Biodiversity Institute	Precis Plant Data		Carissa macrocarpa	Carissa macrocarpa			http://data.gbif.org/occurrences/412187539
South African National Biodiversity Institute	Precis Plant Data		Carissa edulis	Carissa edulis			http://data.gbif.org/occurrences/412187678
South African National Biodiversity Institute	Precis Plant Data		Cynanchum meyeri	Cynanchum meyeri			http://data.gbif.org/occurrences/412190024
South African National Biodiversity Institute	Precis Plant Data		Ceropegia ampliata var. ampliata	Ceropegia ampliata var. ampliata			http://data.gbif.org/occurrences/412190152
South African National Biodiversity Institute	Precis Plant Data		Duvalia caespitosa subsp. caespitosa	Duvalia caespitosa subsp. caespitosa			http://data.gbif.org/occurrences/412190295
South African National Biodiversity Institute	Precis Plant Data		Tavaresia barklyi	Tavaresia barklyi			http://data.gbif.org/occurrences/412190423
South African National Biodiversity Institute	Precis Plant Data		Carissa bispinosa	Carissa bispinosa			http://data.gbif.org/occurrences/412190562
South African National Biodiversity Institute	Precis Plant Data		Tavaresia barklyi	Tavaresia barklyi			http://data.gbif.org/occurrences/412191510
South African National Biodiversity Institute	Precis Plant Data		Orbea lutea subsp. lutea	Orbea lutea subsp. lutea			http://data.gbif.org/occurrences/412191638
South African National Biodiversity Institute	Precis Plant Data		Ceropegia linearis subsp. linearis	Ceropegia linearis subsp. linearis			http://data.gbif.org/occurrences/412191781
South African National Biodiversity Institute	Precis Plant Data		Holarrhena pubescens	Holarrhena pubescens			http://data.gbif.org/occurrences/412191909
South African National Biodiversity Institute	Precis Plant Data		Stapelia gettliffei	Stapelia gettliffei			http://data.gbif.org/occurrences/412194255
South African National Biodiversity Institute	Precis Plant Data		Orbea variegata	Orbea variegata			http://data.gbif.org/occurrences/412194394
South African National Biodiversity Institute	Precis Plant Data		Adenium multiflorum	Adenium multiflorum			http://data.gbif.org/occurrences/412194522
South African National Biodiversity Institute	Precis Plant Data		Tabernaemontana ventricosa	Tabernaemontana ventricosa			http://data.gbif.org/occurrences/412194665
South African National Biodiversity Institute	Precis Plant Data		Oncinotis tenuiloba	Oncinotis tenuiloba			http://data.gbif.org/occurrences/412198226
South African National Biodiversity Institute	Precis Plant Data		Stapelia engleriana	Stapelia engleriana			http://data.gbif.org/occurrences/412198497
South African National Biodiversity Institute	Precis Plant Data		Strophanthus gerrardii	Strophanthus gerrardii			http://data.gbif.org/occurrences/412198625
South African National Biodiversity Institute	Precis Plant Data		Pergularia daemia var. daemia	Pergularia daemia var. daemia			http://data.gbif.org/occurrences/412199573
South African National Biodiversity Institute	Precis Plant Data		Tylophora coddii	Tylophora coddii			http://data.gbif.org/occurrences/412199712
South African National Biodiversity Institute	Precis Plant Data		Strophanthus speciosus	Strophanthus speciosus			http://data.gbif.org/occurrences/412200111
South African National Biodiversity Institute	Precis Plant Data		Wrightia natalensis	Wrightia natalensis			http://data.gbif.org/occurrences/412200250
South African National Biodiversity Institute	Precis Plant Data		Pachycarpus campanulatus var. campanulatus	Pachycarpus campanulatus var. campanulatus			http://data.gbif.org/occurrences/412203405
South African National Biodiversity Institute	Precis Plant Data		Pachycarpus schinzianus	Pachycarpus schinzianus			http://data.gbif.org/occurrences/412203544
South African National Biodiversity Institute	Precis Plant Data		Schizoglossum stenoglossum subsp. latifolium	Schizoglossum stenoglossum subsp. latifolium			http://data.gbif.org/occurrences/412203815
South African National Biodiversity Institute	Precis Plant Data		Asclepias meyeriana	Asclepias meyeriana			http://data.gbif.org/occurrences/412206428
South African National Biodiversity Institute	Precis Plant Data		Asclepias expansa	Asclepias expansa			http://data.gbif.org/occurrences/412206556
South African National Biodiversity Institute	Precis Plant Data		Schizoglossum hamatum	Schizoglossum hamatum			http://data.gbif.org/occurrences/412207914
South African National Biodiversity Institute	Precis Plant Data		Cynanchum ellipticum	Cynanchum ellipticum			http://data.gbif.org/occurrences/412259205
South African National Biodiversity Institute	Precis Plant Data		Carissa macrocarpa	Carissa macrocarpa			http://data.gbif.org/occurrences/412262894
South African National Biodiversity Institute	Precis Plant Data		Brachystelma coddii	Brachystelma coddii			http://data.gbif.org/occurrences/412263842
South African National Biodiversity Institute	Precis Plant Data		Brachystelma villosum	Brachystelma villosum			http://data.gbif.org/occurrences/412266060
South African National Biodiversity Institute	Precis Plant Data		Brachystelma barberae	Brachystelma barberae			http://data.gbif.org/occurrences/412266188
South African National Biodiversity Institute	Precis Plant Data		Carissa bispinosa	Carissa bispinosa			http://data.gbif.org/occurrences/412343853
