Data Publisher	Dataset	Dataset Rights	Scientific name	Scientific name (interpreted)	Latitude	Longitude	GBIF portal url	
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Cerbera floribunda	Cerbera floribunda			http://data.gbif.org/occurrences/35887917
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Matelea edwardsensis	Matelea edwardsensis			http://data.gbif.org/occurrences/36331082
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Matelea decipiens	Matelea decipiens			http://data.gbif.org/occurrences/36331335
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Ochrosia haleakalae	Ochrosia haleakalae			http://data.gbif.org/occurrences/36439135
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Hoya	Hoya			http://data.gbif.org/occurrences/37212622
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Ochrosia compta	Ochrosia compta			http://data.gbif.org/occurrences/37722453
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Ochrosia haleakalae	Ochrosia haleakalae			http://data.gbif.org/occurrences/37724848
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Ochrosia haleakalae	Ochrosia haleakalae			http://data.gbif.org/occurrences/37725327
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Pteralyxia macrocarpa	Pteralyxia macrocarpa			http://data.gbif.org/occurrences/38306135
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Pteralyxia macrocarpa	Pteralyxia macrocarpa			http://data.gbif.org/occurrences/38308035
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Rauvolfia sandwicensis	Rauvolfia sandwicensis			http://data.gbif.org/occurrences/38425921
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Tabernaemontana pachysiphon	Tabernaemontana pachysiphon			http://data.gbif.org/occurrences/38966542
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Tabernaemontana pandacaqui	Tabernaemontana pandacaqui			http://data.gbif.org/occurrences/38982424
Australian National Herbarium (CANB)	Australian National Herbarium (CANB)		Tabernaemontana orientalis	Tabernaemontana orientalis			http://data.gbif.org/occurrences/41552429
National Museum of Nature and Science, Japan	Plant Specimens of Kurashiki Museum of Natural History		Cynanchum wilfordii (Maxim.) Hemsl.	Cynanchum wilfordii (Maxim.) Hemsl.			http://data.gbif.org/occurrences/43118923
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Ancylobotrys pyriformis Pierre	Ancylobotrys pyriformis Pierre			http://data.gbif.org/occurrences/45374009
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Ceropegia loranthiflora K. Schum	Ceropegia loranthiflora K. Schum			http://data.gbif.org/occurrences/45384606
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Landolphia nitidula J.G.M.Pers.	Landolphia nitidula J.G.M.Pers.			http://data.gbif.org/occurrences/45403599
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Landolphia owariensis P.Beauv.	Landolphia owariensis P.Beauv.			http://data.gbif.org/occurrences/45403615
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Lavrania cactiformis (Hooker) Bruyns	Lavrania cactiformis (Hooker) Bruyns			http://data.gbif.org/occurrences/45405036
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Philibertia parviflora  var. brevituba Goyder	Philibertia parviflora var. brevituba Goyder			http://data.gbif.org/occurrences/45416591
University of California, Davis	California State University, Chico	preview data	Asclepias solanoana	Asclepias solanoana			http://data.gbif.org/occurrences/45553981
University of California, Davis	UCD BOTANICAL CONSERVATORY	preview data	Hoya carnosa	Hoya carnosa			http://data.gbif.org/occurrences/45737543
UNIBIO, IBUNAM	MEXU/Plantas Vasculares		Catharanthus roseus (L.) G. Don	Catharanthus roseus (L.) G. Don			http://data.gbif.org/occurrences/46358032
UNIBIO, IBUNAM	MEXU/Tipos de plantas vasculares		Aspidosperma chiapense Matuda	Aspidosperma chiapense Matuda			http://data.gbif.org/occurrences/46398940
UNIBIO, IBUNAM	MEXU/Herbario Los Tuxtlas		Stemmadenia donnell-smithii	Stemmadenia donnell-smithii			http://data.gbif.org/occurrences/46429009
IRD - Institute of Research for Development	Herbier de la Guyane	The use of the data is allowed only for non-profit scientific use and for non-profit nature conservation purpose.	Malouetia isthmica Markgraf	Malouetia isthmica Markgraf			http://data.gbif.org/occurrences/46651326
IRD - Institute of Research for Development	Herbier de la Guyane	The use of the data is allowed only for non-profit scientific use and for non-profit nature conservation purpose.	Odontadenia Bentham	Odontadenia Bentham			http://data.gbif.org/occurrences/46919562
BeBIF Provider	Royal Museum of Central Africa - Metafro-Infosys - Prelude		Pergularia tomentosa	Pergularia tomentosa			http://data.gbif.org/occurrences/46997767
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Cynanchum atratum Bunge	Cynanchum atratum Bunge			http://data.gbif.org/occurrences/52168330
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Cynanchum paniculatum (Bunge) Kitag.	Cynanchum paniculatum (Bunge) Kitag.			http://data.gbif.org/occurrences/52168583
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Cynanchum wilfordii (Maxim.) Hemsl.	Cynanchum wilfordii (Maxim.) Hemsl.			http://data.gbif.org/occurrences/52168599
Cameroon National Herbarium	Cameroon National Herbarium	No part of this data base may be copied or reproduced without written permission from the legal owner.	Carissa edulis Vahl	Carissa edulis Vahl			http://data.gbif.org/occurrences/56695100
Cameroon National Herbarium	Cameroon National Herbarium	No part of this data base may be copied or reproduced without written permission from the legal owner.	Voacanga sp.	Voacanga			http://data.gbif.org/occurrences/56717220
Cameroon National Herbarium	Cameroon National Herbarium	No part of this data base may be copied or reproduced without written permission from the legal owner.	Dictyophleba ochracea (K.Schum. ex Hallier f.) Pichon	Dictyophleba ochracea (K.Schum. ex Hallier f.) Pichon			http://data.gbif.org/occurrences/56735513
Cameroon National Herbarium	Cameroon National Herbarium	No part of this data base may be copied or reproduced without written permission from the legal owner.	Strophanthus hispidus DC.	Strophanthus hispidus DC.			http://data.gbif.org/occurrences/56834627
Utah State University	USU-UTC Specimen Database		Asclepias subverticillata	Asclepias subverticillata			http://data.gbif.org/occurrences/60051600
Herbarium Hamburgense	HBGSpermatophyta - Herbarium Hamburgense		Alstonia boonei	Alstonia boonei			http://data.gbif.org/occurrences/62143791
Herbarium Hamburgense	HBGSpermatophyta - Herbarium Hamburgense		Cynanchum gerrardii	Cynanchum gerrardii			http://data.gbif.org/occurrences/62150303
Berkeley Natural History Museums	UCJEPS TAPIR Provider		Apocynum androsaemifolium	Apocynum androsaemifolium			http://data.gbif.org/occurrences/67057894
Berkeley Natural History Museums	UCJEPS TAPIR Provider		Apocynum cannabinum	Apocynum cannabinum			http://data.gbif.org/occurrences/67058373
Berkeley Natural History Museums	UCJEPS TAPIR Provider		Apocynum androsaemifolium	Apocynum androsaemifolium			http://data.gbif.org/occurrences/67058389
Berkeley Natural History Museums	UCJEPS TAPIR Provider		Apocynum cannabinum	Apocynum cannabinum			http://data.gbif.org/occurrences/67058868
Berkeley Natural History Museums	UCJEPS TAPIR Provider		Asclepias vestita	Asclepias vestita			http://data.gbif.org/occurrences/67070154
Berkeley Natural History Museums	UCJEPS TAPIR Provider		Asclepias fascicularis	Asclepias fascicularis			http://data.gbif.org/occurrences/67070407
Arizona State University, Global Institute for Sustainability	Arizona State University Vascular Plant Herbarium		Asclepias subverticillata	Asclepias subverticillata			http://data.gbif.org/occurrences/69474177
Arizona State University, Global Institute for Sustainability	Arizona State University Vascular Plant Herbarium		Vinca major	Vinca major			http://data.gbif.org/occurrences/69478999
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Matelea obliqua	Matelea obliqua			http://data.gbif.org/occurrences/78901374
Korea Institute of Science and Technology Information	Korean Ethnobotany Database		Cynanchum paniculatum Kitagawa	Cynanchum paniculatum Kitagawa			http://data.gbif.org/occurrences/79025008
GBIF New Zealand	New Zealand National Vegetation Survey Databank	New Zealand National Vegetation Survey Databank, Landcare Research  Use of the full NVS survey dta is covered by the NVS Protocol: see http://nvs.landcareresearch.co.nz/html/NVSprotocol.aspx	Parsonsia capsularis	Parsonsia capsularis			http://data.gbif.org/occurrences/91007970
GBIF New Zealand	New Zealand National Vegetation Survey Databank	New Zealand National Vegetation Survey Databank, Landcare Research  Use of the full NVS survey dta is covered by the NVS Protocol: see http://nvs.landcareresearch.co.nz/html/NVSprotocol.aspx	Parsonsia heterophylla	Parsonsia heterophylla			http://data.gbif.org/occurrences/91009649
GBIF New Zealand	New Zealand National Vegetation Survey Databank	New Zealand National Vegetation Survey Databank, Landcare Research  Use of the full NVS survey dta is covered by the NVS Protocol: see http://nvs.landcareresearch.co.nz/html/NVSprotocol.aspx	Parsonsia heterophylla	Parsonsia heterophylla			http://data.gbif.org/occurrences/91012997
GBIF New Zealand	New Zealand National Vegetation Survey Databank	New Zealand National Vegetation Survey Databank, Landcare Research  Use of the full NVS survey dta is covered by the NVS Protocol: see http://nvs.landcareresearch.co.nz/html/NVSprotocol.aspx	Parsonsia heterophylla	Parsonsia heterophylla			http://data.gbif.org/occurrences/91014945
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Edithcolea grandis N.E.Br.	Edithcolea grandis N.E.Br.			http://data.gbif.org/occurrences/92263372
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Stephanostema stenocarpum K.Schum.	Stephanostema stenocarpum K.Schum.			http://data.gbif.org/occurrences/92406047
Arizona State University, Global Institute for Sustainability	Arizona State University Vascular Plant Herbarium		Cynanchum wigginsii	Cynanchum wigginsii			http://data.gbif.org/occurrences/118653719
Arizona State University, Global Institute for Sustainability	Arizona State University Vascular Plant Herbarium		Sarcostemma cynanchoides	Sarcostemma cynanchoides			http://data.gbif.org/occurrences/118740863
Arizona State University, Global Institute for Sustainability	Arizona State University Vascular Plant Herbarium		Sarcostemma cynanchoides ssp. hartwegii	Sarcostemma cynanchoides subsp. hartwegii			http://data.gbif.org/occurrences/118741100
Arizona State University, Global Institute for Sustainability	Arizona State University Vascular Plant Herbarium		Sarcostemma cynanchoides ssp. hartwegii	Sarcostemma cynanchoides subsp. hartwegii			http://data.gbif.org/occurrences/118741552
HERBARIUM AMAZONENSE – AMAZ	Herbario UNAP		Tabernaemontana flavicans	Tabernaemontana flavicans			http://data.gbif.org/occurrences/118913591
HERBARIUM AMAZONENSE – AMAZ	Herbario UNAP		Thevetia peruviana	Thevetia peruviana			http://data.gbif.org/occurrences/118913828
Fairchild Tropical Botanic Garden	Fairchild Tropical Botanic Garden Virtual Herbarium Darwin Core format	GBIF Data Use Agreement and GBIF Data Sharing Agreement apply.	Asclepias humistrata	Asclepias humistrata			http://data.gbif.org/occurrences/122904019
Fairchild Tropical Botanic Garden	Fairchild Tropical Botanic Garden Virtual Herbarium Darwin Core format	GBIF Data Use Agreement and GBIF Data Sharing Agreement apply.	Ervatamia floribunda	Ervatamia floribunda			http://data.gbif.org/occurrences/122943501
University of Colorado Museum of Natural History	Specimen Database of Colorado Vascular Plants		Apocynum androsaemifolium	Apocynum androsaemifolium			http://data.gbif.org/occurrences/125536842
University of Colorado Museum of Natural History	Specimen Database of Colorado Vascular Plants		Apocynum cannabinum	Apocynum cannabinum			http://data.gbif.org/occurrences/125536874
University of Colorado Museum of Natural History	Specimen Database of Colorado Vascular Plants		Apocynum cannabinum	Apocynum cannabinum			http://data.gbif.org/occurrences/125537563
University of Colorado Museum of Natural History	Specimen Database of Colorado Vascular Plants		Asclepias pumila	Asclepias pumila			http://data.gbif.org/occurrences/125539479
University of Colorado Museum of Natural History	Specimen Database of Colorado Vascular Plants		Asclepias pumila	Asclepias pumila			http://data.gbif.org/occurrences/125539511
Botanical Garden & Museum, Natural History Museum of Denmark	Botanical Museum, Copenhagen. Database of type specimens	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Hoya parasitica	Hoya parasitica			http://data.gbif.org/occurrences/125818360
Botanical Garden & Museum, Natural History Museum of Denmark	Botanical Museum, Copenhagen. Database of type specimens	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Oxypetalum alpinum	Oxypetalum alpinum			http://data.gbif.org/occurrences/125821202
Botanical Garden & Museum, Natural History Museum of Denmark	Botanical Museum, Copenhagen. Database of type specimens	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Tylophora asthmatica	Tylophora asthmatica			http://data.gbif.org/occurrences/125827219
University Museums of Norway (MUSIT)	University Museums of Norway (MUSIT)	No	Vincetoxicum hirundinaria Medik.	Vincetoxicum hirundinaria Medik.			http://data.gbif.org/occurrences/128610887
GBIF-Spain	Herbario de la Universidad de Salamanca: SALA		Nerium oleander L.	Nerium oleander L.			http://data.gbif.org/occurrences/137478371
GBIF-Spain	Herbario de la Universidad de Salamanca: SALA		Vinca major L.	Vinca major L.			http://data.gbif.org/occurrences/137492257
GBIF-Spain	Herbario de la Universidad de Salamanca: SALA		Vinca major L.	Vinca major L.			http://data.gbif.org/occurrences/137492526
GBIF-Spain	Herbario de la Universidad de Salamanca: SALA		Vincetoxicum hirundinaria Medicus	Vincetoxicum hirundinaria Medicus			http://data.gbif.org/occurrences/137492590
Botanic Garden and Botanical Museum Berlin-Dahlem	Herbarium Berolinense		Dischidia	Dischidia			http://data.gbif.org/occurrences/144856385
Botanic Garden and Botanical Museum Berlin-Dahlem	Herbarium Berolinense		Tabernaemontana humblotii (Baill.) Pichon	Tabernaemontana humblotii (Baill.) Pichon			http://data.gbif.org/occurrences/144879979
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		rauvolfia pentaphylla	Rauvolfia pentaphylla			http://data.gbif.org/occurrences/607521813
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		asclepias californica	Asclepias californica			http://data.gbif.org/occurrences/607524221
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		prestonia erecta	Prestonia erecta			http://data.gbif.org/occurrences/607610963
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		tabernaemontana heterophylla	Tabernaemontana heterophylla			http://data.gbif.org/occurrences/607698209
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		cynanchum carnosum	Cynanchum carnosum			http://data.gbif.org/occurrences/607743856
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		rauvolfia tetraphylla	Rauvolfia tetraphylla			http://data.gbif.org/occurrences/607820752
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		landolphia ligustrifolia	Landolphia ligustrifolia			http://data.gbif.org/occurrences/607832801
Global Mountain Biodiversity Assessment - GMBA	The Himalayan Uplands Plant database (HUP Version 1)	The use of the data is allowed only for non-profit scientific use and for non-profit nature conservation purpose.	Vincetoxicum arnottianum Wight	Vincetoxicum arnottianum Wight			http://data.gbif.org/occurrences/615422567
Tela-Botanica	Carnet en Ligne	Tela Botanica a choisi de publier par défaut son contenu sous licence libre Creative Commons (by-sa) afin d'en faciliter la divulgation : http://creativecommons.org/licenses/by-sa/2.0/fr/	Vinca minor L.	Vinca minor L.			http://data.gbif.org/occurrences/615574404
South African National Biodiversity Institute	PRECIS (KwaZulu-Natal Herbarium)		Orbea woodii	Orbea woodii			http://data.gbif.org/occurrences/616300295
South African National Biodiversity Institute	PRECIS (KwaZulu-Natal Herbarium)		Tabernaemontana ventricosa	Tabernaemontana ventricosa			http://data.gbif.org/occurrences/616326515
Cameroon National Herbarium	Cameroon National Herbarium	No part of this data base may be copied or reproduced without written permission from the legal owner.	Landolphia owariensis P.Beauv.	Landolphia owariensis P.Beauv.			http://data.gbif.org/occurrences/620527984
Senckenberg	West-, Central- and East African Plants Databases		Carvalhoa campanulata K.Schum.	Carvalhoa campanulata K.Schum.			http://data.gbif.org/occurrences/620986689
Senckenberg	West-, Central- and East African Plants Databases		Strophanthus sarmentosus DC.	Strophanthus sarmentosus DC.			http://data.gbif.org/occurrences/620992999
Ghana Biodiversity Information Facility (GhaBIF)	University of Ghana - Ghana Herbarium	Terms of use Ghana Herbarium data: all rights on this data file belong to the University of Ghana / Ghana Herbarium. Please contact the Herbarium data manager before secondary usage of data in electronic or printed form.	Baissea zygodioides (K.Schum.) Stapf	Baissea zygodioides (K.Schum.) Stapf			http://data.gbif.org/occurrences/621087397
Ghana Biodiversity Information Facility (GhaBIF)	University of Ghana - Ghana Herbarium	Terms of use Ghana Herbarium data: all rights on this data file belong to the University of Ghana / Ghana Herbarium. Please contact the Herbarium data manager before secondary usage of data in electronic or printed form.	Pleiocarpa mutica Benth.	Pleiocarpa mutica Benth.			http://data.gbif.org/occurrences/621091496
Ghana Biodiversity Information Facility (GhaBIF)	University of Ghana - Ghana Herbarium	Terms of use Ghana Herbarium data: all rights on this data file belong to the University of Ghana / Ghana Herbarium. Please contact the Herbarium data manager before secondary usage of data in electronic or printed form.	Gymnema sylvestre (Retz.) Schult.	Gymnema sylvestre (Retz.) Schult.			http://data.gbif.org/occurrences/621092038
Ghana Biodiversity Information Facility (GhaBIF)	University of Ghana - Ghana Herbarium	Terms of use Ghana Herbarium data: all rights on this data file belong to the University of Ghana / Ghana Herbarium. Please contact the Herbarium data manager before secondary usage of data in electronic or printed form.	Ancylobotrys scandens (Schumach. & Thonn.) Pichon	Ancylobotrys scandens (Schumach. & Thonn.) Pichon			http://data.gbif.org/occurrences/621105133
Ghana Biodiversity Information Facility (GhaBIF)	University of Ghana - Ghana Herbarium	Terms of use Ghana Herbarium data: all rights on this data file belong to the University of Ghana / Ghana Herbarium. Please contact the Herbarium data manager before secondary usage of data in electronic or printed form.	Baissea leonensis Benth.	Baissea leonensis Benth.			http://data.gbif.org/occurrences/621105163
University of California, Davis	Database Schema for UC Davis [Herbarium Labels]	preview data	Asclepias cordifolia (Benth.) Jeps.	Asclepias cordifolia (Benth.) Jeps.			http://data.gbif.org/occurrences/623661392
Yale University Peabody Museum	Peabody Botany DiGIR Service	Peabody Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the museum. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Peabody notified. Yale University and the Peabody Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	Asclepias verticillata	Asclepias verticillata			http://data.gbif.org/occurrences/623707918
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vincetoxicum hirundinaria Medik., 1790	Vincetoxicum hirundinaria Medik., 1790			http://data.gbif.org/occurrences/659295578
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vincetoxicum hirundinaria Medik., 1790	Vincetoxicum hirundinaria Medik., 1790			http://data.gbif.org/occurrences/659355763
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vinca major L., 1753	Vinca major L., 1753			http://data.gbif.org/occurrences/659642961
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vinca minor L., 1753	Vinca minor L., 1753			http://data.gbif.org/occurrences/659687591
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vinca major L., 1753	Vinca major L., 1753			http://data.gbif.org/occurrences/659823998
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vinca major L., 1753	Vinca major L., 1753			http://data.gbif.org/occurrences/659837452
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vinca minor L., 1753	Vinca minor L., 1753			http://data.gbif.org/occurrences/659933724
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vinca major L., 1753	Vinca major L., 1753			http://data.gbif.org/occurrences/660146493
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vinca major L., 1753	Vinca major L., 1753			http://data.gbif.org/occurrences/660305695
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vinca minor L., 1753	Vinca minor L., 1753			http://data.gbif.org/occurrences/660665383
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vinca minor L., 1753	Vinca minor L., 1753			http://data.gbif.org/occurrences/660678478
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vinca minor L., 1753	Vinca minor L., 1753			http://data.gbif.org/occurrences/660693806
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vincetoxicum hirundinaria Medik., 1790	Vincetoxicum hirundinaria Medik., 1790			http://data.gbif.org/occurrences/662412582
SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris	Inventaire National du Patrimoine Naturel (I084) : Flore Franco-Belge		Vinca minor L., 1753	Vinca minor L., 1753			http://data.gbif.org/occurrences/662441876
University of Manitoba	University of Manitoba Herbarium (WIN) - Vascular Plant Collection	http://creativecommons.org/publicdomain/zero/1.0/ & http://www.canadensys.net/norms	Apocynum cannabinum L. var. hypericifolium Gray	Apocynum cannabinum var. hypericifolium Gray			http://data.gbif.org/occurrences/665478171
Field Museum	Field Museum of Natural History (Botany)  Seed Plant Collection	Copyright © 2012 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	Stemmadenia donnell-smithii (Rose) Woodson	Stemmadenia donnell-smithii (Rose) Woodson			http://data.gbif.org/occurrences/666162220
