#Species name	Lat.	Longitude	Comment	
Ivesia jaegeri	36.26	-115.66	Mary Jane Falls	
Ivesia jaegeri	35.98	-114.95	Deer Cr Grade 2 mi E Lee Cyn	
Ivesia jaegeri	36.15	-115.26	Harris Mt Rd, T20S R57E	
Ivesia kingii	40.63	-119.69	http://data.gbif.org/occurrences/32305737	
Ivesia kingii	39.01	-119.19	http://data.gbif.org/occurrences/32305734	
Ivesia kingii	37.91	-118.87	http://data.gbif.org/occurrences/32305728	
Ivesia kingii	37.64	-118.8		
Ivesia kingii	37.71	-118.78		
Ivesia kingii	37.94	-118.61		
Ivesia kingii	37.93	-118.6		
Ivesia kingii	38.54	-118.43	http://data.gbif.org/occurrences/32305735	
Ivesia kingii	37.79	-117.63	http://data.gbif.org/occurrences/32305731	
Ivesia kingii	36.59	-117.48	http://data.gbif.org/occurrences/32305727	
Ivesia kingii	39.95	-117.03	http://data.gbif.org/occurrences/32305733	
Ivesia kingii	38.05	-116.45	http://data.gbif.org/occurrences/32305736	
Ivesia kingii	39.55	-116.36	http://data.gbif.org/occurrences/60131753	
Ivesia kingii	39.98	-116.27	http://data.gbif.org/occurrences/32305732	
Ivesia kingii	41.13	-115.35	http://data.gbif.org/occurrences/32305730	
Ivesia kingii	40.58	-115.28	http://data.gbif.org/occurrences/60131677	
Ivesia kingii	39.44	-114.9	http://data.gbif.org/occurrences/32305738	
Ivesia kingii	37.86	-113.28	http://data.gbif.org/occurrences/32305742	
Ivesia kingii	38.34	-113.23	http://data.gbif.org/occurrences/32305740	
Ivesia kingii	40.45	-113.18	http://data.gbif.org/occurrences/32305746	
Ivesia kingii	38.34	-112.13	http://data.gbif.org/occurrences/32305743	
Ivesia kingii	38.75	-111.8	http://data.gbif.org/occurrences/32305745	
Ivesia kingii	39.37	-111.58	http://data.gbif.org/occurrences/32305744	
Ivesia kingii	37.87	-111.44	http://data.gbif.org/occurrences/32305741#####################	
Ivesia longibracteata	40.76	-122.04	http://data.gbif.org/occurrences/32305748	
Ivesia longibracteata	41.19	-122.34	http://data.gbif.org/occurrences/67206103	
Ivesia longibracteata	41.17	-122.33	http://data.gbif.org/occurrences/67206544	
Ivesia longibracteata	40.98	-121.98	Ertter, Castle Crags SW of Dunsmuir	
Ivesia longibracteata	41.15	-122.28	Ertter, Castle Crag shasta	
Ivesia lycopodioides	38.78	-120.53	http://data.gbif.org/occurrences/32305751	
Ivesia lycopodioides	38.86	-119.9	http://data.gbif.org/occurrences/67206637	
Ivesia lycopodioides	38.86	-119.88	http://data.gbif.org/occurrences/67206205	
Ivesia lycopodioides	38.58	-119.8	http://data.gbif.org/occurrences/32305750	
Ivesia lycopodioides	40.63	-119.69	http://data.gbif.org/occurrences/32305754	
Ivesia lycopodioides	37.55	-119.45	http://data.gbif.org/occurrences/67206427	
Ivesia lycopodioides	37.67	-119.43	http://data.gbif.org/occurrences/67206330	
Ivesia lycopodioides	37.88	-119.38	http://data.gbif.org/occurrences/67206834	
Ivesia lycopodioides	38	-119.35	http://data.gbif.org/occurrences/67206329	
Ivesia lycopodioides	38.01	-119.34	http://data.gbif.org/occurrences/67206823	
Ivesia lycopodioides	37.99	-119.34	http://data.gbif.org/occurrences/67206798	
Ivesia lycopodioides	37.88	-119.33	http://data.gbif.org/occurrences/67206815	
Ivesia lycopodioides	38.12	-119.33	http://data.gbif.org/occurrences/67206328	
Ivesia lycopodioides	37.98	-119.32	http://data.gbif.org/occurrences/67206836	
Ivesia lycopodioides	37.97	-119.32	http://data.gbif.org/occurrences/67206821	
Ivesia lycopodioides	37.95	-119.31	http://data.gbif.org/occurrences/67206820	
Ivesia lycopodioides	37.97	-119.3	http://data.gbif.org/occurrences/67206204	
Ivesia lycopodioides	38.05	-119.3	http://data.gbif.org/occurrences/67206331	
Ivesia lycopodioides	38.41	-119.29	http://data.gbif.org/occurrences/67206514	
Ivesia lycopodioides	37.81	-119.26	http://data.gbif.org/occurrences/67206139	
Ivesia lycopodioides	37.78	-119.23	http://data.gbif.org/occurrences/67206751	
Ivesia lycopodioides	37.9	-119.23	http://data.gbif.org/occurrences/67206971	
Ivesia lycopodioides	37.89	-119.22	http://data.gbif.org/occurrences/67206822	
Ivesia lycopodioides	37.85	-119.2	http://data.gbif.org/occurrences/67206199	
Ivesia lycopodioides	37.83	-119.19	http://data.gbif.org/occurrences/67206502	
Ivesia lycopodioides	37.95	-119.19	http://data.gbif.org/occurrences/67206327	
Ivesia lycopodioides	37.32	-118.9	http://data.gbif.org/occurrences/67206364	
Ivesia lycopodioides	37.47	-118.88	http://data.gbif.org/occurrences/67206231	
Ivesia lycopodioides	37.91	-118.87	http://data.gbif.org/occurrences/32305752	
Ivesia lycopodioides	37.47	-118.87	http://data.gbif.org/occurrences/67206179	
Ivesia lycopodioides	36.56	-118.77	http://data.gbif.org/occurrences/67206089	
Ivesia lycopodioides	37.43	-118.77	http://data.gbif.org/occurrences/67206824	
Ivesia lycopodioides	37.44	-118.75	http://data.gbif.org/occurrences/164304055	
Ivesia lycopodioides	36.37	-118.65	http://data.gbif.org/occurrences/67206083	
Ivesia lycopodioides	37.18	-118.52	http://data.gbif.org/occurrences/67206203	
Ivesia lycopodioides	37.17	-118.5	http://data.gbif.org/occurrences/67205972	
Ivesia lycopodioides	35.88	-118.34	http://data.gbif.org/occurrences/67206835	
Ivesia lycopodioides	37.5	-118.25	http://data.gbif.org/occurrences/67206419	
Ivesia lycopodioides	37.9	-118.23	http://data.gbif.org/occurrences/67206202	
Ivesia lycopodioides	37.56	-118.23	http://data.gbif.org/occurrences/67206579	
Ivesia lycopodioides	35.88	-118.34	UC64293	
Ivesia lycopodioides	36.28	-118.28	UCR44176	
Ivesia lycopodioides	36.37	-118.65	JEPS44349	
Ivesia lycopodioides	36.48	-118.23	RSA509494	
Ivesia lycopodioides	36.5	-118.22	UCR54550	
Ivesia lycopodioides	36.56	-118.77	JEPS44357	
Ivesia lycopodioides	37.15	-118.56	UCR53460	
Ivesia lycopodioides	37.17	-118.5	JEPS105039	
Ivesia lycopodioides	37.18	-118.52	JEPS91211	
Ivesia lycopodioides	37.32	-118.9	UC1215472	
Ivesia lycopodioides	37.43	-118.77	UC642913	
Ivesia lycopodioides	37.44	-118.75	UCR123401	
Ivesia lycopodioides	37.44	-118.74	UC1787279	
Ivesia lycopodioides	37.46	-118.87	JEPS87125	
Ivesia lycopodioides	37.47	-118.88	JEPS97802	
Ivesia lycopodioides	37.5	-118.25	UC1299801	
Ivesia lycopodioides	37.54	-119.45	UC1317744	
Ivesia lycopodioides	37.56	-118.23	UC1728154	
Ivesia lycopodioides	37.58	-118.25	JEPS91210	
Ivesia lycopodioides	37.67	-119.43	UC1128222	
Ivesia lycopodioides	37.78	-119.23	UC551575	
Ivesia lycopodioides	37.81	-119.26	JEPS73594	
Ivesia lycopodioides	37.83	-119.19	UC1540213	
Ivesia lycopodioides	37.84	-119.21	POM226259	
Ivesia lycopodioides	37.85	-119.2	JEPS91106	
Ivesia lycopodioides	37.86	-119.2	JEPS44350	
Ivesia lycopodioides	37.87	-119.28	SD127419	
Ivesia lycopodioides	37.87	-119.36	UCR14756	
Ivesia lycopodioides	37.88	-119.38	UC1085302	
Ivesia lycopodioides	37.89	-119.22	UC642666	
Ivesia lycopodioides	37.92	-119.23	JEPS111271	
Ivesia lycopodioides	37.95	-119.31	UC642664	
Ivesia lycopodioides	37.95	-119.18	UC1128219	
Ivesia lycopodioides	37.97	-119.32	UC642665	
Ivesia lycopodioides	37.98	-119.32	UC642932	
Ivesia lycopodioides	37.99	-119.33	UC624824	
Ivesia lycopodioides	38	-119.35	UC1128221	
Ivesia lycopodioides	38.01	-119.34	UC642667	
Ivesia lycopodioides	38.04	-119.3	UC1928422	
Ivesia lycopodioides	38.05	-119.3	UC1128223	
Ivesia lycopodioides	38.12	-119.33	UC1128220	
Ivesia lycopodioides	38.41	-119.29	UC1559687	
Ivesia lycopodioides	38.86	-119.88	JEPS91213	
Ivesia multifoliolata	34.6	-112.55	http://data.gbif.org/occurrences/32305758	
Ivesia multifoliolata	34.67	-111.53	http://data.gbif.org/occurrences/176028412	
Ivesia multifoliolata	34.67	-111.32	http://data.gbif.org/occurrences/176089523	
Ivesia multifoliolata	35.84	-111.77	http://data.gbif.org/occurrences/32305757	
Ivesia multifoliolata	35.34	-111.68	http://data.gbif.org/occurrences/176028413	
Ivesia multifoliolata	35.2	-111.65	http://data.gbif.org/occurrences/176028414	
Ivesia multifoliolata	35.15	-111.87	http://data.gbif.org/occurrences/217102347	
Ivesia multifoliolata	35.18	-112.2	Bill Williams Mt	
Ivesia multifoliolata	34.9	-111.45	nr Mormon Lk	
Ivesia multifoliolata	35.1	-111.52	Lake Mary	
Ivesia multifoliolata	34.72	-111.55	Apache Maid Mt	
Ivesia multifoliolata	35.33	-111.68	San Francisco Mts	
Ivesia pygmaea	36.23	-118.8	http://data.gbif.org/occurrences/32305771	
Ivesia pygmaea	36.62	-118.6	http://data.gbif.org/occurrences/67207387	
Ivesia pygmaea	36.39	-118.57	http://data.gbif.org/occurrences/67207433	
Ivesia pygmaea	36.58	-118.29	http://data.gbif.org/occurrences/67207434	
Ivesia pygmaea	36.41	-118.56	http://data.gbif.org/occurrences/67207542	
Ivesia pygmaea	36.48	-118.24	http://data.gbif.org/occurrences/67207881	
Ivesia pygmaea	36.56	-118.53	http://data.gbif.org/occurrences/67207900	
Ivesia pygmaea	36.46	-118.56	http://data.gbif.org/occurrences/67207908	
Ivesia pygmaea	36.56	-118.58	http://data.gbif.org/occurrences/67207951	
Ivesia pygmaea	39.07	-120.73	http://data.gbif.org/occurrences/32305770	
Ivesia pygmaea	40.63	-119.69	http://data.gbif.org/occurrences/32305773	
Ivesia pygmaea	37.12	-118.69	JEPS27665	
Ivesia pygmaea	36.7	-118.4	JEPS44347	
Ivesia pygmaea	36.76	-118.41	JEPS44355	
Ivesia pygmaea	36.5	-118.28	JEPS50682	
Ivesia pygmaea	36.67	-118.4	JEPS50712	
Ivesia pygmaea	36.56	-118.77	UC1128225	
Ivesia pygmaea	36.39	-118.57	UC114499	
Ivesia pygmaea	36.56	-118.51	UC114501	
Ivesia pygmaea	36.71	-118.48	UC114502	
Ivesia pygmaea	36.4	-118.57	UC114503	
Ivesia pygmaea	36.45	-118.59	UC114520	
Ivesia pygmaea	37.12	-118.73	UC1215524	
Ivesia pygmaea	36.41	-118.56	UC1360422	
Ivesia pygmaea	36.56	-118.55	UC1558290	
Ivesia pygmaea	36.57	-118.26	UC1728158	
Ivesia pygmaea	36.48	-118.24	UC63418	
Ivesia pygmaea	36.56	-118.53	UC642660	
Ivesia pygmaea	36.78	-118.38	UC642663	
Ivesia pygmaea	36.46	-118.55	UC64294	
Ivesia pygmaea	37.11	-118.67	UC683216	
Ivesia pygmaea	36.77	-118.39	UCR23466	
Ivesia rhypara	40.63	-119.69	http://data.gbif.org/occurrences/32305777	
Ivesia rhypara	41.8	-119.2	http://data.gbif.org/occurrences/60131831	
Ivesia rhypara	41.41	-118.12	http://data.gbif.org/occurrences/32305776	
Ivesia rhypara	41.13	-115.35	http://data.gbif.org/occurrences/32305775	
Ivesia rhypara	42.36	-123.56	http://data.gbif.org/occurrences/32305783	
Ivesia rhypara	42.42	-122.74	http://data.gbif.org/occurrences/32305781	
Ivesia rhypara	42.79	-120.39	http://data.gbif.org/occurrences/32305784	
Ivesia rhypara	43	-119.9	http://data.gbif.org/occurrences/51857658	
Ivesia rhypara	43.1	-119.9	http://data.gbif.org/occurrences/51858084	
Ivesia rhypara	43.07	-118.97	http://data.gbif.org/occurrences/32305780	
Ivesia rhypara	43.3	-117.2	http://data.gbif.org/occurrences/51858044	
Ivesia rhypara	43.3	-117.27	http://data.gbif.org/occurrences/51858068	
Ivesia rhypara	43.4	-117.3	http://data.gbif.org/occurrences/51858090	
Ivesia rhypara	43.21	-117.63	http://data.gbif.org/occurrences/32305786	
Ivesia rhypara	44.49	-122.53	http://data.gbif.org/occurrences/32305785	
Ivesia rhypara	44.63	-121.17	http://data.gbif.org/occurrences/32305782	
Ivesia rhypara	44.71	-117.67	http://data.gbif.org/occurrences/32305779	
Ivesia rhypara	43.05	-119.94	534087	NY
Ivesia rhypara	43.07	-119.92	519170	NY
Ivesia rhypara	43.31	-117.22	519193	NY
Ivesia rhypara	43.3	-117.2	536349	NY
Ivesia rhypara	43	-119.9	537427	NY
Ivesia rhypara	42.98	-119.86	536108	NY
Ivesia rhypara	43.31	-117.24	537193	NY
Ivesia rhypara	43.28	-117.26	537153	NY
Ivesia rhypara	43.44	-117.26	537171	NY
Ivesia rhypara	43.3	-117.27	6321	OSC
Ivesia rhypara	43.4	-117.3	327406	OSC
Ivesia rhypara	43.1	-119.9	329376	OSC
Ivesia sabulosa	38.05	-116.45	http://data.gbif.org/occurrences/32305793	
Ivesia sabulosa	39.98	-116.27	http://data.gbif.org/occurrences/32305791	
Ivesia sabulosa	36.2	-115.02	http://data.gbif.org/occurrences/32305790	
Ivesia sabulosa	39.44	-114.9	http://data.gbif.org/occurrences/32305794	
Ivesia sabulosa	37.64	-114.88	http://data.gbif.org/occurrences/32305792	
Ivesia sabulosa	38.27	-113.86	http://data.gbif.org/occurrences/57035008	
Ivesia sabulosa	36.35	-113.57	http://data.gbif.org/occurrences/118801958	
Ivesia sabulosa	37.28	-113.52	http://data.gbif.org/occurrences/32305802	
Ivesia sabulosa	37.86	-113.28	http://data.gbif.org/occurrences/32305798	
Ivesia sabulosa	38.34	-113.23	http://data.gbif.org/occurrences/32305796	
Ivesia sabulosa	39.05	-113.11	http://data.gbif.org/occurrences/32305800	
Ivesia sabulosa	37.52	-112.68	http://data.gbif.org/occurrences/57035723	
Ivesia sabulosa	37.74	-112.29	http://data.gbif.org/occurrences/57034978	
Ivesia sabulosa	37.17	-112.25	http://data.gbif.org/occurrences/60131811	
Ivesia sabulosa	37.29	-111.89	http://data.gbif.org/occurrences/32305799	
Ivesia sabulosa	36.84	-111.83	http://data.gbif.org/occurrences/118686939	
Ivesia sabulosa	38.75	-111.8	http://data.gbif.org/occurrences/32305801	
Ivesia sabulosa	35.84	-111.77	http://data.gbif.org/occurrences/32305788	
Ivesia sabulosa	37.87	-111.44	http://data.gbif.org/occurrences/32305797	
Ivesia santolinoides	34.83	-116.19	http://data.gbif.org/occurrences/32305807	
Ivesia santolinoides	35.34	-118.73	http://data.gbif.org/occurrences/32305806	
Ivesia santolinoides	35.83	-118.29	http://data.gbif.org/occurrences/67207787	
Ivesia santolinoides	35.82	-118.37	http://data.gbif.org/occurrences/67207883	
Ivesia santolinoides	36.23	-118.8	http://data.gbif.org/occurrences/32305808	
Ivesia santolinoides	36.43	-118.27	http://data.gbif.org/occurrences/67207444	
Ivesia santolinoides	36.58	-118.77	http://data.gbif.org/occurrences/67207509	
Ivesia santolinoides	36.37	-118.65	http://data.gbif.org/occurrences/67207543	
Ivesia santolinoides	36.45	-118.15	http://data.gbif.org/occurrences/67207656	
Ivesia santolinoides	36.57	-118.25	http://data.gbif.org/occurrences/67207669	
Ivesia santolinoides	36.58	-118.65	http://data.gbif.org/occurrences/67207969	
Ivesia santolinoides	36.85	-118.61	http://data.gbif.org/occurrences/67208035	
Ivesia santolinoides	37.17	-119.08	http://data.gbif.org/occurrences/67207075	
Ivesia santolinoides	37.3	-119.19	http://data.gbif.org/occurrences/67207131	
Ivesia santolinoides	37.88	-119.38	http://data.gbif.org/occurrences/67207133	
Ivesia santolinoides	37.36	-119.29	http://data.gbif.org/occurrences/67207144	
Ivesia santolinoides	37.24	-119.2	http://data.gbif.org/occurrences/67207148	
Ivesia santolinoides	37.11	-119.16	http://data.gbif.org/occurrences/67207281	
Ivesia santolinoides	37.25	-119.41	http://data.gbif.org/occurrences/67207388	
Ivesia santolinoides	37.57	-119.52	http://data.gbif.org/occurrences/67207391	
Ivesia santolinoides	37.25	-119.43	http://data.gbif.org/occurrences/67207873	
Ivesia santolinoides	37.97	-119.45	http://data.gbif.org/occurrences/67207878	
Ivesia santolinoides	37.06	-119.36	http://data.gbif.org/occurrences/67207911	
Ivesia santolinoides	37.35	-118.91	http://data.gbif.org/occurrences/67207527	
Ivesia santolinoides	38.78	-120.53	http://data.gbif.org/occurrences/32305805	
Ivesia santolinoides	38.8	-120.01	http://data.gbif.org/occurrences/67207161	
Ivesia santolinoides	38.84	-120.07	http://data.gbif.org/occurrences/67207231	
Ivesia santolinoides	38.85	-120.2	http://data.gbif.org/occurrences/67207232	
Ivesia santolinoides	38.66	-120.13	http://data.gbif.org/occurrences/67207392	
Ivesia santolinoides	38.81	-120.09	http://data.gbif.org/occurrences/67207393	
Ivesia santolinoides	38.84	-120.08	http://data.gbif.org/occurrences/67207500	
Ivesia santolinoides	38.85	-120.16	http://data.gbif.org/occurrences/67207824	
Ivesia santolinoides	38.85	-120.02	http://data.gbif.org/occurrences/67207865	
Ivesia santolinoides	38.58	-120.26	http://data.gbif.org/occurrences/67207890	
Ivesia santolinoides	38.66	-120.12	http://data.gbif.org/occurrences/67207926	
Ivesia santolinoides	38.83	-120.04	http://data.gbif.org/occurrences/67207976	
Ivesia santolinoides	38.89	-120.22	http://data.gbif.org/occurrences/67207979	
Ivesia santolinoides	38.85	-120.05	http://data.gbif.org/occurrences/67208036	
Ivesia santolinoides	38.81	-120.12	http://data.gbif.org/occurrences/67208046	
Ivesia santolinoides	38.58	-119.8	http://data.gbif.org/occurrences/32305804	
Ivesia santolinoides	38.31	-119.75	http://data.gbif.org/occurrences/67207142	
Ivesia santolinoides	38.69	-119.99	http://data.gbif.org/occurrences/67207234	
Ivesia santolinoides	38.09	-119.63	http://data.gbif.org/occurrences/67207317	
Ivesia santolinoides	38.07	-119.61	http://data.gbif.org/occurrences/67207321	
Ivesia santolinoides	38.2	-119.87	http://data.gbif.org/occurrences/67207390	
Ivesia santolinoides	38.23	-119.78	http://data.gbif.org/occurrences/67207394	
Ivesia santolinoides	38.11	-119.76	http://data.gbif.org/occurrences/67207395	
Ivesia santolinoides	38.55	-119.85	http://data.gbif.org/occurrences/67207919	
Ivesia santolinoides	38.28	-119.84	http://data.gbif.org/occurrences/67207989	
Ivesia santolinoides	38.52	-119.9	JEPS30860	
Ivesia santolinoides	35.46	-118.34	JEPS39417	
Ivesia santolinoides	38.02	-119.46	JEPS44478	
Ivesia santolinoides	37.35	-119.29	JEPS44489	
Ivesia santolinoides	37.63	-119.08	JEPS44490	
Ivesia santolinoides	38.86	-120.01	JEPS44492	
Ivesia santolinoides	36.66	-118.71	JEPS44494	
Ivesia santolinoides	38.86	-120.07	JEPS71905	
Ivesia saxosa	35.34	-118.73	http://data.gbif.org/occurrences/32305811	
Ivesia saxosa	37.51	-118.63		
Ivesia saxosa	37.64	-118.33		
Ivesia saxosa	37.5	-118.25	http://data.gbif.org/occurrences/67207534	
Ivesia saxosa	37.38	-118.09	http://data.gbif.org/occurrences/67207596	
Ivesia saxosa	37.43	-118.09	http://data.gbif.org/occurrences/67207531	
Ivesia saxosa	37.38	-118.08		
Ivesia saxosa	37.43	-118.08		
Ivesia saxosa	35.74	-118		
Ivesia saxosa	36.59	-117.48	http://data.gbif.org/occurrences/32305810	
Ivesia saxosa	34.39	-117.06		
Ivesia saxosa	34.3	-116.88		
Ivesia saxosa	34.29	-116.78		
Ivesia saxosa	33.02	-116.77	http://data.gbif.org/occurrences/32305814	
Ivesia saxosa	32.62	-116.29		
Ivesia saxosa	32.66	-116.27		
Ivesia saxosa	34.83	-116.19	http://data.gbif.org/occurrences/32305813	
Ivesia saxosa	33.73	-115.98	http://data.gbif.org/occurrences/32305812	
Ivesia saxosa	35.75	-115.9		
Ivesia saxosa	34.83	-115.67		
Ivesia sericoleuca	40.01	-120.83	http://data.gbif.org/occurrences/32305819	
Ivesia sericoleuca	39.3	-120.77	http://data.gbif.org/occurrences/32305817	
Ivesia sericoleuca	39.07	-120.73	http://data.gbif.org/occurrences/32305818	
Ivesia sericoleuca	40.65	-120.58	http://data.gbif.org/occurrences/32305816	
Ivesia sericoleuca	40.3	-120.57		
Ivesia sericoleuca	39.59	-120.5	http://data.gbif.org/occurrences/32305820	
Ivesia sericoleuca	39.81	-120.49		
Ivesia sericoleuca	39.63	-120.44	http://data.gbif.org/occurrences/67207958	
Ivesia sericoleuca	39.69	-120.42	http://data.gbif.org/occurrences/67207686	
Ivesia sericoleuca	39.66	-120.41		
Ivesia sericoleuca	39.81	-120.39		
Ivesia sericoleuca	39.82	-120.39		
Ivesia sericoleuca	39.81	-120.38		
Ivesia sericoleuca	39.59	-120.38		
Ivesia sericoleuca	39.81	-120.38	http://data.gbif.org/occurrences/67207848	
Ivesia sericoleuca	39.77	-120.37		
Ivesia sericoleuca	39.43	-120.24		
Ivesia sericoleuca	39.44	-120.23		
Ivesia sericoleuca	39.34	-120.17	http://data.gbif.org/occurrences/67207619	
Ivesia sericoleuca	39.34	-120.15		
Ivesia sericoleuca	39.35	-120.12		
Ivesia sericoleuca	40.63	-119.69	http://data.gbif.org/occurrences/32305823	
Ivesia sericoleuca	39.45	-119.54	http://data.gbif.org/occurrences/32305822	
Ivesia setosa	40.65	-120.58	Ivesia baileyi	
Ivesia setosa	41.55	-120.29	Ivesia baileyi	
Ivesia setosa	41.59	-120.25	Ivesia baileyi	
Ivesia setosa	43.78	-119.21	Ivesia baileyi	
Ivesia setosa	43.21	-119.14	Ivesia baileyi	
Ivesia setosa	43.42	-119.12	Ivesia baileyi	
Ivesia setosa	43.62	-119.05	Ivesia baileyi	
Ivesia setosa	43.66	-119	Ivesia baileyi	
Ivesia setosa	42.12	-119	Ivesia baileyi	
Ivesia setosa	43.07	-118.97	Ivesia baileyi	
Ivesia setosa	43.67	-118.81	Ivesia baileyi	
Ivesia setosa	42.21	-118.76	Ivesia baileyi	
