"identifier"	"XCOOR"	"YCOOR"
"444145"	"Nertera depressa Banks & Sol. ex Gaertn."	-12.68605	-37.2982
"444146"	"Nertera depressa Banks & Sol. ex Gaertn."	-12.6819	-37.29468
"444147"	"Nertera depressa Banks & Sol. ex Gaertn."	-12.69022	-37.29713
"444148"	"Nertera depressa Banks & Sol. ex Gaertn."	-12.69682	-37.30125
"444149"	"Nertera holmboei Christoph."	-12.68938	-37.29773
"444150"	"Nertera holmboei Christoph."	-12.69053	-37.29668
"444151"	"Nertera holmboei Christoph."	-12.69023	-37.2977
"444152"	"Nertera holmboei Christoph."	-12.67248	-37.2929
"444153"	"Nertera holmboei Christoph."	-12.6773	-37.29333
"444154"	"Nertera holmboei Christoph."	-12.69268	-37.29737
"444155"	"Nertera holmboei Christoph."	-12.69243	-37.29763
"444156"	"Nertera holmboei Christoph."	-12.69135	-37.2972
"444157"	"Nertera holmboei Christoph."	-12.69682	-37.30125
"444158"	"Nertera holmboei Christoph."	-12.69757	-37.30147
"444159"	"Nertera holmboei Christoph."	-12.69913	-37.30318
"444160"	"Nertera holmboei Christoph."	-12.47792	-37.41742
"444161"	"Nertera holmboei Christoph."	-12.47788	-37.4179
"444162"	"Nertera holmboei Christoph."	-12.48497	-37.426
"444163"	"Nertera holmboei Christoph."	-12.48503	-37.42692
"444164"	"Nertera holmboei Christoph."	-12.69462	-37.30043
"444165"	"Nertera holmboei Christoph."	-12.69478	-37.30058
