SPECIES	XCOOR	YCOOR
Species_13	-78.766	9.233
Species_13	-79.4	9.4
Species_13	-79.735	9.3
Species_13	-79.848	9.154
Species_13	-79.848	9.154
Species_13	-79.848	9.154
Species_13	-79.848	9.154
Species_13	-79.868	9.3
Species_13	-79.881	9.37
Species_13	-79.881	9.37
Species_13	-79.901	9.359
Species_13	-79.917	9.27
Species_13	-80.052	8.973
Species_13	-82.383	9.25
Species_13	-82.4	9.3
Species_13	-82.4	9.3
Species_13	-82.4	9.3
Species_13	-82.85	9.7333333
Species_13	-83.1	10
Species_13	-83.3333	8.4
Species_13	-83.38333333	10.1
Species_13	-83.38333333	10.1
Species_13	-83.4	10.35
Species_13	-83.5	10.5166
Species_13	-83.5	10.5166
Species_13	-83.5	10.5166
Species_13	-83.5166	10.3666
Species_13	-83.55	8.7
Species_13	-83.55	8.7
Species_13	-83.55	8.7
Species_13	-83.5833	8.4666
Species_13	-83.5833	8.4666
Species_13	-83.595	8.4819
Species_13	-83.6166	8.5
Species_13	-83.6166	10.85
Species_13	-83.65	10.7
Species_13	-83.65	10.7
Species_13	-83.6666	10.6666
Species_13	-83.7166	11.6
Species_13	-83.7166	11.6
Species_13	-83.7166	11.6
Species_13	-83.75	10.6333
Species_13	-83.7666	11.9916
Species_13	-83.7858	10.4966
Species_13	-83.8	11.5333
Species_13	-83.8	11.0333
Species_13	-83.8	11.0333
Species_13	-83.8166	10.9166
Species_13	-83.8833	11.05
Species_13	-83.9666	10.5
Species_13	-83.9666	10.5
Species_13	-83.9666	10.5
Species_13	-84	11.5666
Species_13	-84	10.4666
Species_13	-84.0166667	11.5833333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.166	10.4333
Species_13	-84.33333333	9.5
Species_13	-84.4666	11.5666
Species_13	-84.4666	11.5666
Species_13	-84.5	11.05
Species_13	-84.7166667	11.0333333
Species_13	-84.78333333	9.983333333
Species_13	-84.922	10.5291
Species_13	-88.58333333	17.91666667
Species_13	-88.7833333	15.5166667
Species_13	-88.83333333	16.2
Species_13	-88.83333333	16.2
Species_13	-88.85	16.33333333
Species_13	-88.85	16.33333333
Species_13	-88.8666	16.2666
Species_13	-88.8666	16.2666
Species_13	-89.0241667	16.2436111
Species_13	-94.3	17.916
Species_13	-94.9833	18.55
Species_14	-38.3128415	-12.4928962
Species_14	-38.313	-12.493
Species_14	-38.9478142	-13.926776
Species_14	-40.0647541	-19.3797814
Species_14	-40.0647541	-19.3797814
Species_14	-41.2	-16.133
Species_14	-41.517	-17.867
Species_14	-41.52	-17.45
Species_14	-42.25	-14.133
Species_14	-42.6	-19.766
Species_14	-43.6765027	-15.3387978
Species_14	-43.733	-6.483
Species_14	-45.116	-7.433
Species_14	-61.85361111	-16.74388889
Species_15	-72.833	-3.466
Species_15	-73.333	-3.75
Species_15	-74.75	6
Species_15	-74.983	6.066
Species_15	-75.166	-10.333
Species_16	-56.283	-15.733
Species_16	-56.4333333	-25.75
Species_16	-57.3	-25.133
Species_16	-57.3	-25.133
Species_16	-57.3	-25.133
Species_16	-57.3	-25.133
Species_16	-57.3	-25.133
Species_16	-57.3	-25.133
Species_16	-57.3	-25.133
Species_16	-57.3	-25.133
Species_16	-57.5	-25.016
Species_16	-57.5	-25.116
Species_16	-57.5	-25.15
Species_16	-57.5	-25.5
Species_16	-57.5	-25.5
Species_16	-57.5333333	-25.1833333
Species_16	-57.56666667	-25.1
Species_16	-57.583	-25.333
Species_16	-57.8251366	-27.004918
Species_16	-58.8	-27.95
Species_16	-58.81666667	-27.43333333
Species_16	-58.81666667	-27.43333333
Species_16	-58.81666667	-27.43333333
Species_16	-58.81666667	-27.43333333
Species_16	-58.81666667	-27.43333333
Species_16	-58.81666667	-27.43333333
Species_16	-58.81666667	-27.43333333
Species_16	-58.81666667	-27.43333333
Species_16	-58.9333333	-27.3333333
Species_16	-58.9333333	-27.4833333
Species_16	-61.03138889	-14.77083333
Species_16	-61.03333333	-14.75
Species_16	-61.03638889	-14.76916667
Species_16	-61.05472222	-14.76444444
Species_16	-61.06138889	-14.75333333
Species_16	-64.216	-12.433
Species_16	-65.91666667	-10.75
Species_16	-66.03333333	-14.65
Species_16	-66.03333333	-14.65
Species_16	-66.36666667	-14.65
Species_16	-66.4	-14.13333333
Species_16	-66.4	-14.13333333
Species_16	-66.45	-14.05
Species_16	-67.18333333	-11.38333333
Species_16	-67.25	-13.08333333
Species_16	-69.05	-12.583
Species_16	-69.05	-12.483
Species_16	-69.05	-12.483
Species_16	-69.183	-12.6
Species_16	-69.183	-12.6
Species_16	-69.283	-12.25
Species_16	-69.333	-12.833
Species_16	-69.567	-13.134
Species_16	-69.716	-12.816
Species_17	-40.066	-19.366
Species_17	-41.833	-19.966
Species_17	-41.833	-19.666
Species_17	-42.1	-19.833
Species_17	-42.1	-19.833
Species_17	-42.1	-19.833
Species_17	-42.383	-21.133
Species_17	-42.533	-21.767
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.7352459	-19.7147541
Species_17	-42.8819672	-20.7513661
Species_17	-43.283	-22.883
Species_17	-43.3483607	-21.7571038
Species_17	-43.53	-21.63
Species_17	-43.53	-21.63
Species_17	-45.95	-4.083
Species_17	-46.76666667	-1.05
Species_17	-47.8849727	-24.6081967
Species_17	-54.683	-2.4
Species_17	-54.95	-2.483
Species_17	-56.71	-2.64
Species_17	-57.833	-4.583
Species_17	-58.05	-7.333
Species_17	-59.71	-2.71
Species_17	-59.9333333	-2.85
Species_17	-59.95	-2.366
Species_17	-59.9937158	-3.0863388
Species_17	-60.0166667	-3.1
Species_17	-60.0166667	-3.1
Species_17	-60.0166667	-3.1
Species_17	-60.0166667	-3.1
Species_17	-60.0166667	-3.1
Species_17	-60.0166667	-3.1
Species_17	-60.0448087	-3.00382514
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.083	-2.316
Species_17	-60.1	-2.5
Species_17	-60.1	-2.5
Species_17	-60.133	-12.667
Species_17	-60.5	-2.88333333
Species_17	-60.5	-2.88333333
Species_17	-62.533	-7.583
Species_17	-62.533	-7.583
Species_17	-63.1	-15.71666667
Species_17	-63.25	-9
Species_17	-63.433	-8.766
Species_17	-63.6166667	-10.5846995
Species_17	-63.7666667	-11.7636612
Species_17	-64.723224	-3.28224044
Species_17	-65	-4
Species_17	-65.36666667	-10.81666667
Species_17	-66.13333333	-11
Species_17	-67.05	1.933
Species_17	-67.185	-10
Species_17	-67.25	0.033
Species_17	-67.25	0.033
Species_17	-67.5333	5.65
Species_17	-67.5333	5.65
Species_17	-67.61666667	-12.45
Species_17	-67.66805556	-14.55694444
Species_17	-67.6775	-14.56083333
Species_17	-68.4166667	-14.7166667
Species_17	-69.183	-12.6
Species_17	-69.183	-12.6
Species_17	-69.183	-12.733
Species_17	-69.583	-11.35
Species_17	-69.8	0.6
Species_17	-69.94	-4.215
Species_17	-70.163	1.198
Species_17	-70.266	-12.897
Species_17	-70.883	-5.25
Species_17	-70.883	-5.25
Species_17	-70.883	-5.25
Species_17	-70.883	-5.25
Species_17	-72.6546448	-7.64808743
Species_17	-72.905	-5.154
Species_17	-72.916	-3.25
Species_17	-73	-4.333
Species_17	-73	-4.333
Species_17	-73.033	-3.5
Species_17	-73.1	-3.483
Species_17	-73.247	-3.748
Species_17	-73.247	-3.748
Species_17	-73.247	-3.748
Species_17	-73.247	-3.748
Species_17	-73.247	-3.748
Species_17	-73.266	-3.833
Species_17	-73.266	-3.833
Species_17	-73.266	-3.833
Species_17	-73.357	-3.828
Species_17	-73.357	-3.828
Species_17	-73.416	-3.8
Species_17	-73.416	-3.8
Species_17	-73.5	-3.833
Species_17	-73.5	-3.833
Species_17	-73.5	-3.833
Species_17	-73.5	-3.833
Species_17	-73.5	-3.833
Species_17	-73.583	-4.483
Species_17	-73.583	-3.916
Species_17	-74.356	-0.104
Species_17	-75.847	-9.114
Species_17	-76.4	-2.9
Species_17	-76.6	-5.833
Species_17	-77.8	-0.8833333
Species_18	-54.9166667	5.3833333
Species_18	-56.1833	3.9166
Species_18	-56.2	3.9
Species_18	-56.2	3.9
Species_18	-56.65	-2.167
Species_18	-56.71	-2.64
Species_18	-58.2833333	6
Species_18	-58.666	5.416
Species_18	-59.9666667	-2.88333333
Species_18	-59.9666667	-2.88333333
Species_18	-60.0166667	-3.1
Species_18	-60.0166667	-3.1
Species_18	-60.0166667	-3.1
Species_18	-60.083	-2.316
Species_18	-60.083	-2.316
Species_18	-60.083	-2.316
Species_18	-60.083	-2.316
Species_18	-60.083	-2.316
Species_18	-60.083	-2.316
Species_18	-60.083	-2.316
Species_18	-60.083	-2.316
Species_18	-60.083	-2.316
Species_18	-60.083	-2.316
Species_18	-60.25	-2.516
Species_18	-60.5527322	-3.28551913
Species_18	-62.8	1.533
Species_18	-62.8	1.533
Species_18	-67.915	3.903
Species_18	-70.163	1.198
Species_18	-70.883	-5.25
Species_18	-70.883	-5.25
Species_19	-41.4666667	-12.4333333
Species_19	-41.4666667	-12.4333333
Species_19	-41.4915301	-12.4284153
Species_19	-41.8254098	-13.1210383
Species_19	-43.317	-21.517
Species_19	-43.7389344	-18.2922404
Species_19	-43.88333333	-19.6333333
Species_19	-43.9	-19.9
Species_19	-43.9	-19.9
Species_19	-44.25	-19.483
Species_19	-44.2620219	-17.9214208
Species_19	-44.381694	-17.1617213
Species_19	-44.4079235	-19.2811475
Species_19	-44.967	-12.15
Species_19	-44.967	-12.15
Species_19	-45.016	-12.25
Species_19	-45.017	-21.9
Species_19	-45.205	-12.48
Species_19	-45.5	-7
Species_19	-45.5	-7
Species_19	-45.783	-15.433
Species_19	-45.8819672	-12.1043716
Species_19	-45.9434426	-18.298306
Species_19	-45.9666667	-12.1
Species_19	-46.0491803	-20.6114754
Species_19	-46.1	-13.683
Species_19	-46.2166667	-14.0166667
Species_19	-46.317	-14.05
Species_19	-46.317	-14.05
Species_19	-46.317	-14.05
Species_19	-46.317	-14.05
Species_19	-46.5196721	-18.5688525
Species_19	-46.533	-18.583
Species_19	-46.6057377	-14.0994536
Species_19	-47.4590164	-19.8606557
Species_19	-47.5010929	-15.4526776
Species_19	-47.616	-16.766
Species_19	-47.616	-16.766
Species_19	-47.633	-15.816
Species_19	-47.789	-22.164
Species_19	-47.8226776	-22.2502732
Species_19	-47.833	-15.883
Species_19	-47.8527322	-15.8909836
Species_19	-47.8688525	-15.9510929
Species_19	-47.8852459	-15.7778689
Species_19	-47.9	-15.65
Species_19	-47.9	-15.65
Species_19	-47.9442077	-15.8974863
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.95	-15.783
Species_19	-47.983	-15.666
Species_19	-48	-17
Species_19	-48.05	-14.2
Species_19	-48.283	-17.317
Species_19	-48.3213115	-9.9557377
Species_19	-48.8644809	-15.802459
Species_19	-49.933	-10.567
Species_19	-49.933	-10.567
Species_19	-49.933	-10.567
Species_19	-49.933	-10.567
Species_19	-50.166	-8.05
Species_19	-51.766	-12.816
Species_19	-51.766	-12.816
Species_19	-51.783	-17.2
Species_19	-52.2478415	-15.879153
Species_19	-52.7160656	-17.878306
Species_19	-53.167	-17.317
Species_19	-53.167	-17.317
Species_19	-53.167	-17.317
Species_19	-53.7	-16.983
Species_19	-53.7	-16.983
Species_19	-54.067	-19.567
Species_19	-54.3	-21.967
Species_19	-54.617	-16.483
Species_19	-54.6437158	-20.3806011
Species_19	-55.804	-15.29
Species_19	-55.804	-15.29
Species_19	-55.804	-15.29
Species_19	-55.804	-15.29
Species_19	-55.804	-15.29
Species_19	-55.804	-15.29
Species_19	-55.804	-15.29
Species_19	-55.804	-15.29
Species_19	-55.9833333	-22.6166667
Species_19	-56.083	-15.533
Species_19	-58.05	-7.333
Species_19	-59.05	-18.03333333
Species_19	-59.57166667	-18.32805556
Species_19	-59.58333333	-18.31666667
Species_19	-59.58333333	-18.03333333
Species_19	-60.3666667	-18.2166667
Species_19	-60.4	-13.983
Species_19	-60.77472222	-14.57027778
Species_19	-60.85944444	-14.60472222
Species_19	-61.05	-18.31666667
Species_19	-61.84805556	-16.52166667
Species_19	-65.8	-15.3666667
Species_20	-41.486612	-13.05
Species_20	-42.483	-20.3
Species_20	-43.6827869	-9.37868852
Species_20	-45.016	-12.25
Species_20	-45.4916667	-7.01666667
Species_21	-36.7428962	-6.60027322
Species_21	-37.1130601	-7.84713115
Species_21	-37.1134699	-7.84724044
Species_21	-37.228224	-7.87636612
Species_21	-37.25	-7.2
Species_21	-37.3845902	-7.25306011
Species_21	-39.3475137	-7.38273224
Species_21	-40.1243169	-6.56939891
Species_21	-40.3256557	-6.73196721
Species_21	-40.3814754	-6.72355191
Species_21	-40.5122678	-6.64538251
Species_21	-40.6677596	-5.16967213
Species_21	-40.926776	-3.84918033
Species_21	-41.7724044	-3.12486339
Species_21	-42.05	-16.867
Species_21	-42.5	-22.55
Species_21	-42.8661202	-15.1464481
Species_21	-43.167	-22.833
Species_21	-47.95	-15.783
Species_22	-69.55056111	9.652780556
Species_22	-70.921812	9.109898
Species_22	-53.48333333	3.183333333
Species_22	-53.48333333	3.183333333
Species_23	-39.767	-18.6
Species_23	-40.55	-19.85
Species_23	-40.617	-15.233
Species_23	-42.017	-20.267
Species_23	-43.1	-22.5
Species_23	-43.1	-22.5
Species_23	-43.1	-22.5
Species_23	-43.1	-22.5
Species_23	-43.1	-22.5
Species_23	-43.417	-19.017
Species_23	-60.82361111	-14.55833333
Species_23	-61.15	-14.7
Species_23	-61.467	-3.7
Species_23	-63.433	-8.766
Species_23	-65.25	-10.733
Species_23	-66.03333333	-10.96666667
Species_23	-67.21666667	-11.8
Species_23	-67.94583333	-11.60194444
Species_23	-68	-14.06666667
Species_23	-68.03333333	-14.91666667
Species_23	-68.21666667	-11.25
Species_23	-69.01666667	-11.4
Species_23	-69.183	-12.6
Species_23	-69.333	-12.833
Species_23	-69.563	-1.3
Species_23	-69.567	-13.134
Species_23	-69.567	-13.134
Species_23	-69.567	-13.134
Species_23	-69.666	-13.35
Species_23	-69.716	-12.816
Species_23	-69.716	-12.816
Species_23	-69.94	-4.215
Species_23	-69.94	-4.215
Species_23	-71.271	-11.937
Species_23	-71.3	-12.583
Species_23	-71.7	-12.084
Species_23	-76.3	-6.266
Species_23	-51.316	3.6
Species_23	-53.05	3.25
Species_23	-53.2	3.616
Species_23	-53.2	3.616
Species_23	-58.75	-3
Species_23	-59.566	3.333
Species_23	-60.1	-2.5
Species_23	-60.438	8.355
Species_23	-60.55	1.2
Species_23	-60.55	11.3
Species_23	-61.083	7.083
Species_23	-61.131	6.735
Species_23	-61.131	6.735
Species_23	-61.22	7.532
Species_23	-61.421	4.594
Species_23	-61.5	8.5
Species_23	-61.5	8.5
Species_23	-61.51666667	10.66666667
Species_23	-61.517	5.745
Species_23	-61.6	4.8
Species_23	-61.61666667	10.67
Species_23	-61.6167	6.75
Species_23	-61.633	6.733
Species_23	-61.633	6.733
Species_23	-61.9	7.466
Species_23	-61.9	7.9667
Species_23	-61.934	10.667
Species_23	-62.063	10.642
Species_23	-62.333	7.95
Species_23	-62.4167	8.033
Species_23	-62.616	7.8
Species_23	-62.718	8.298
Species_23	-62.8	10.716
Species_23	-63.166	7.5
Species_23	-63.316	7.45
Species_23	-63.366	6.883
Species_23	-63.516	10.171
Species_23	-63.683	5.733
Species_23	-63.685	5.734
Species_23	-63.794	10.097
Species_23	-63.958	10.358
Species_23	-64.267	5.893
Species_23	-64.3667	10.0167
Species_23	-64.833	3.333
Species_23	-64.941	7.569
Species_23	-65.183	7.333
Species_23	-65.633	10.15
Species_23	-65.666	7.513
Species_23	-66.016	4.05
Species_23	-66.016	4.05
Species_23	-66.115	10.532
Species_23	-66.172	7.646
Species_23	-66.416	1.416
Species_23	-66.5	6.916
Species_23	-66.5167	10.6167
Species_23	-66.533	9.997
Species_23	-66.566	10.616
Species_23	-66.8	10.583
Species_23	-66.933	10.6
Species_23	-66.933	10.6
Species_23	-66.933	10.6
Species_23	-66.933	10.6
Species_23	-66.933	10.6
Species_23	-66.95	10.6
Species_23	-67.083	6.333
Species_23	-67.333	5.8
Species_23	-67.407	5.967
Species_23	-67.5333	5.65
Species_23	-67.5333	5.65
Species_23	-67.7	4.0486
Species_23	-67.733	10.466
Species_23	-67.8	5.25
Species_23	-68.39	10.444
Species_23	-68.473	5.256
Species_23	-68.566	10.2
Species_23	-68.716	11.166
Species_23	-68.75	10.366
Species_23	-69.011	10.159
Species_23	-69.033	10.166
Species_23	-69.033	10.166
Species_23	-69.116	10.833
Species_23	-69.283	11.45
Species_23	-69.322	10.073
Species_23	-69.534	10.809
Species_23	-69.9	9.433
Species_23	-69.9	9.433
Species_23	-69.916	9.433
Species_23	-69.936	10.585
Species_23	-70.666	8.616
Species_23	-70.666	8.566
Species_23	-70.666	8.566
Species_23	-70.75	10.5
Species_23	-70.8	10.483
Species_23	-71.084	10.171
Species_23	-71.176	7.811
Species_23	-71.362	10.261
Species_23	-71.394	10.683
Species_23	-71.466	7.683
Species_23	-71.483	7.65
Species_23	-71.64	10.631
Species_23	-71.766	7.783
Species_23	-72.045	7.57
Species_23	-72.225	7.766
Species_23	-72.297	9.065
Species_23	-72.359	7.49
Species_23	-72.359	7.49
Species_23	-72.51666667	9.383333333
Species_23	-72.545	10.064
Species_23	-72.809	9.849
Species_23	-73.868	7.065
Species_23	-73.868	7.065
Species_23	-73.868	7.065
Species_23	-73.868	7.065
Species_23	-74.201	11.247
Species_23	-74.645	4.207
Species_23	-75.617	1.617
Species_23	-75.867	5.59
Species_23	-35.695	-8.494
Species_23	-35.695	-8.494
Species_23	-35.695	-8.494
Species_23	-35.695	-8.494
Species_23	-35.695	-8.494
Species_23	-35.7	-6.967
Species_23	-37.154	-8.625
Species_23	-37.154	-8.625
Species_23	-37.154	-8.625
Species_23	-37.154	-8.625
Species_23	-37.154	-8.625
Species_23	-37.7184699	-8.01030055
Species_23	-37.783	-8.9
Species_23	-38.117	-5.25
Species_23	-38.25	-11.317
Species_23	-38.2726776	-9.34508197
Species_23	-38.283	-8.017
Species_23	-38.283	-10.75
Species_23	-38.2995628	-8.86322404
Species_23	-38.3220492	-8.79461749
Species_23	-38.4	-9.15
Species_23	-38.483	-12.967
Species_23	-38.616	-9.75
Species_23	-38.702	-10.926
Species_23	-38.702	-10.926
Species_23	-38.75	-7.8
Species_23	-38.75	-7.8
Species_23	-38.7538251	-8.84508197
Species_23	-38.8069945	-7.59724044
Species_23	-38.9760929	-7.72259563
Species_23	-39.1215847	-12.6521858
Species_23	-39.183	-12.166
Species_23	-39.1956284	-8.9931694
Species_23	-39.2162568	-8.30295082
Species_23	-39.5	-7.45
Species_23	-39.5	-7.45
Species_23	-39.5	-7.233
Species_23	-39.5	-7.233
Species_23	-39.5	-7.233
Species_23	-39.533	-7.266
Species_23	-39.533	-7.266
Species_23	-39.7	-12.716
Species_23	-39.7	-12.716
Species_23	-39.7	-12.716
Species_23	-39.7	-12.716
Species_23	-39.7	-12.716
Species_23	-39.7	-12.716
Species_23	-40	-7.33
Species_23	-40	-7.33
Species_23	-40	-7.33
Species_23	-40.152623	-10.2359563
Species_23	-40.167	-7.133
Species_23	-40.45	-13.433
Species_23	-40.5	-9.367
Species_23	-40.5	-9.417
Species_23	-40.733	-10.7
Species_23	-41.233	-13.8
Species_23	-41.25	-10.75
Species_23	-41.283	-11.633
Species_23	-41.3300546	-11.4863388
Species_23	-41.383	-9.516
Species_23	-41.383	-10.266
Species_23	-41.5833333	-9.41666667
Species_23	-41.5833333	-9.41666667
Species_23	-41.7	-12.4
Species_23	-41.767	-2.967
Species_23	-41.767	-2.967
Species_23	-41.783	-13.516
Species_23	-42.85	-2.767
Species_23	-42.916	-16.541
Species_23	-42.916	-16.541
Species_23	-44.37	-12.3
Species_23	-37.817	-5.983
Species_23	-37.817	-5.983
Species_23	-47.217	-15.017
Species_23	-47.45	-1.617
Species_23	-48.25	-5.933
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-50.25	-11.5
Species_23	-51.5	-7.75
Species_23	-52.1333333	4.3166667
Species_23	-58.333	-10.417
Species_23	-60.283	-3.417
Species_23	-43.5	-16.35
Species_23	-44.75	-17.5
Species_23	-46.1439891	-5.81748634
Species_23	-46.317	-14.05
Species_23	-51.5	-7.75
Species_23	-51.5	-7.75
Species_23	-55.831694	-21.1265027
Species_23	-56.084	-23.116
Species_23	-57.23333333	-22.53333333
Species_23	-57.683	-16.067
Species_23	-57.81	-7.71
Species_23	-57.867	-21.7
Species_23	-58.03333333	-22.1
Species_23	-59.05	-18.03333333
Species_23	-61	-13.05
Species_23	-61.06666667	-17.15
Species_23	-62	-16
Species_23	-43.684153	-9.37978142
Species_23	-43.733	-6.483
Species_23	-43.733	-6.483
Species_23	-45.95	-4.083
Species_23	-45.95	-4.083
Species_23	-45.95	-4.083
Species_23	-49	-5.75
Species_23	-51.9	-1.15
Species_23	-52	-1.08333333
Species_23	-52.2	3.616
Species_23	-54.942623	-2.84918033
Species_23	-57.6333333	5.7833333
Species_23	-57.75	-2.5
Species_23	-58.166	5.333
Species_23	-58.166	5.333
Species_23	-58.63333333	6.416666667
Species_23	-58.63333333	6.416666667
Species_23	-58.63333333	6.416666667
Species_23	-58.75	-3
Species_23	-59.666	8.333
Species_23	-59.9	-2.3
Species_23	-59.9	-2.3
Species_23	-59.9	-2.3
Species_23	-59.9666667	-2.88333333
Species_23	-59.9666667	-2.88333333
Species_23	-59.9666667	-2.88333333
Species_23	-60.0396175	-2.98415301
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-65.066	6.716
Species_23	-65.716	3.65
Species_23	-67.5333	5.65
Species_23	-67.5333	5.65
Species_23	-67.5333	5.65
Species_23	-68.473	5.256
Species_23	-69.8	4.444
Species_23	-70	-3.033
Species_23	-70.883	-5.25
Species_23	-73	-3.465
Species_23	-73	-3.465
Species_23	-73.916	2.75
Species_23	-73.943	2.853
Species_23	-75.725	1.487
Species_23	-75.725	1.487
Species_23	-75.856	-0.13
Species_23	-76.25	-5.983
Species_23	-76.916	-2.833
Species_23	-71.64	10.631
Species_23	-72.183	10.383
Species_23	-72.483	10.866
Species_23	-73.413	6.883
Species_23	-73.413	6.883
Species_23	-74.186	10.521
Species_23	-74.186	10.521
Species_23	-74.186	10.521
Species_23	-74.186	10.521
Species_23	-74.833	5.25
Species_23	-74.891	10.955
Species_23	-74.918	10.799
Species_23	-74.983	10.75
Species_23	-74.983	10.75
Species_23	-74.983	10.75
Species_23	-74.983	10.75
Species_23	-75.116	9.718
Species_23	-75.116	9.718
Species_23	-75.118	9.398
Species_23	-75.133	10.166
Species_23	-75.133	10.166
Species_23	-75.14	10.393
Species_23	-75.15	9.246
Species_23	-75.3	10.233
Species_23	-75.35	10.65
Species_23	-75.355	9.496
Species_23	-75.355	9.496
Species_23	-75.366	10.233
Species_23	-75.397	9.304
Species_23	-75.397	9.304
Species_23	-75.4	10.6
Species_23	-75.411	10.332
Species_23	-75.416	9.5
Species_23	-75.896	8.86
Species_23	-77.076	7.977
Species_23	-77.096	8.04
Species_23	-77.096	8.04
Species_23	-77.096	8.04
Species_23	-78.25	8.8666
Species_23	-78.3	8.5
Species_23	-78.45	9.05
Species_23	-78.608	9.228
Species_23	-78.683	9.214
Species_23	-78.766	9.233
Species_23	-78.881	9.209
Species_23	-78.881	9.209
Species_23	-78.9166	8.2833
Species_23	-78.964	9.212
Species_23	-79.1	9.166
Species_23	-79.1	9.166
Species_23	-79.45	9.05
Species_23	-79.55	8.983
Species_23	-79.55	8.966
Species_23	-79.564	8.95
Species_23	-79.566	8.95
Species_23	-79.566	8.983
Species_23	-79.582	8.993
Species_23	-79.6	8.9
Species_23	-79.65	8.95
Species_23	-79.651	9.063
Species_23	-79.651	9.063
Species_23	-79.7	9.116
Species_23	-79.7	9.116
Species_23	-79.7	9.116
Species_23	-79.7	9.116
Species_23	-79.7	9.116
Species_23	-79.7	9.116
Species_23	-79.7	9.1333
Species_23	-79.7	9.116
Species_23	-79.7	9.116
Species_23	-79.75	9.2166
Species_23	-79.783	8.88
Species_23	-79.833	8.6333
Species_23	-79.866	8.55
Species_23	-79.883	8.6
Species_23	-80.5	7.533
Species_23	-80.5	7.533
Species_23	-80.6	8.616
Species_23	-80.6	8.616
Species_23	-80.75	7.8
Species_23	-83.7361	10.6438
Species_23	-83.7666	11.9916
Species_23	-83.7833	10.5
Species_23	-83.9666	10.5
Species_23	-83.9666	10.5
Species_23	-84	10.4666
Species_23	-84.13333333	10.4
Species_23	-84.15	10.4166667
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.166	10.4333
Species_23	-84.35	11.75
Species_23	-84.4333	11.5666
Species_23	-84.45	11.6666
Species_23	-84.45	11.7166
Species_23	-84.4666	11.05
Species_23	-84.4833	11.0333
Species_23	-84.5	10.4
Species_23	-84.5	10.4
Species_23	-84.6166	10.5333
Species_23	-84.7166	13.7666
Species_23	-84.768	10.9138
Species_23	-85.3886	10.8841
Species_23	-85.3919	9.8808
Species_23	-85.4277	10.9905
Species_23	-85.4277	10.9905
Species_23	-89.9333	13.8166
Species_23	-89.9333	13.8166
Species_23	-89.9333	13.8166
Species_23	-89.9333	13.8166
Species_23	-89.9333	13.8166
Species_23	-89.9333	13.8166
